ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Bien_actuellement_loué,Nombre_de_chambres_à_coucher,Caves,Grenier,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Garage,Nombre_de_Garages,Nombre_de_salles_de_bain,Nombre_de_façades,Jardin,Surface_totale_du_terrain,Piscine_extérieure,Conso_spécifique_dénergie_primaire,Référence_PEB,Date_de_validité_PEB,Attestation__Installation_électrique,Affectation_urbanistique_la_plus_récente,Type_de_zone_inondable,Zone_inondable_délimitée,Année_de_construction,Disponibilité_du_bien,Surface_habitable,Équipement_de_la_cuisine,Nombre_de_toilettes,Type_de_chauffage,Type_de_vitrage,Air_conditionné,Alarme_antieffraction,Ascenseur,Accessible_aux_moins_valides,Orientation_de_la_façade_du_bien,Nombre_détages_de_limmeuble,Nombre_de_places_de_parking_extérieur,Terrasse_aménagée,Balcon,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Le_bien_fait_lobjet_dun_droit_de_préemption,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Panneaux_solaires,Pompe_à_chaleur,Orientation_du_jardin,Raccordé_à_leau_courante,Meublé,Nombre_de_place_de_parking_intérieur,Type_de_cuisine,Raccordé_aux_égouts,Citerne_à_eau_de_pluie,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Espace_ouvert_sensible_à_leau__WORG,Parlophone,Raccordé_au_gaz_de_ville,Surface_du_séjour,Surface_du_bureau,Surface_de_la_véranda,Surface_de_la_cuisine,Panneaux_solaires_thermiques,Chauffage_au_sol,Compteur_électrique_individuel,Domotique,Porte_daccès_sécurisée,Largeur_de_la_façade,Surface_constructible,Largeur_du_terrain_à_rue,Attestation__Citernes_à_mazout,Maison_basse_énergie,Compteur_Bihoraire,Nombre_de_douches,Étage_de_lappartement,Profondeur_du_terrain,Surface_de_la_terrasse,Surface_chambre_à_coucher_1,Conso_annuelle_totale_dénergie_primaire,Emission_de_CO2,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_salle_à_manger,Niveau_E,Surface_du_jardin,Niveau_K,Attestation__Asbuilt,Surface_des_caves,Surface_de_lades_salles_de_bain,Feu_ouvert,Orientation_de_la_terrasse,Porte_de_garage_motorisée,Clef_électronique,HammamSaunaJacuzzi,Attestation__Installation_électrique__Validité,Adoucisseur_deau,Surface_du_grenier,Attestation__Citernes_à_mazout__Validité,Station_de_charge_électrique,Surface_chambre_à_coucher_5,Surface_du_garage,Possibilités_pour_profession_libérale,Surface_totale,Compteur_deau_individuel,Compteur_de_gaz_individuel,Adaptations_pour_les_seniors,Appartement_de_service,Niveau_S,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Surface_du_dressing
https://immovlan.be/fr/detail/maison/a-vendre/8870/izegem/rbt73153,RBT73153,Maison à vendre,698000,Henri Dewaelestraat 1,8870 Izegem,Excellent,Non,4,Non,Non,Non,Non,Non,Oui,Non,Oui,2,2,4,Oui,1354 m²,Non,160 kWh/m²/an,,,"oui, attestation non conforme","Zone d'habitat (résidentiel, urbain ou rural)",Risque moyen,Information non communiquée,1994,,349 m²,,2,Gaz,Double vitrage,,,,,,,,Oui,,,,,,,,Sud,Oui,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8780/oostrozebeke/rbt73149,RBT73149,Appartement à vendre,209000,Kalbergstraat 23C 3.6,8780 Oostrozebeke,Excellent,Non,2,Non,Non,Non,Non,Non,Oui,Non,Oui,,1,2,Oui,,Non,120 kWh/m²/an,20240918-0003376523-RES-2,18/09/2034,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2012,,77 m²,,,,,,,,,,,1,Oui,,,,,,,,,Oui,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8870/izegem/rbt73148,RBT73148,Maison à vendre,325000,Pater Ver Eeckestraat 77,8870 Izegem,À rénover,Non,3,Non,Non,Non,Non,Non,Non,Non,,,,3,Oui,1570 m²,Non,1026 kWh/m²/an,,,"oui, attestation non conforme",Zone agricole,Pas de risque d’inondation,Information non communiquée,1960,,174 m²,,,Mazout,Simple vitrage,,,,,,,,,,,,,,,,Ouest,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1800/peutie/rbt73146,RBT73146,Appartement à vendre,299000,Vijfhoekstraat 4 2.1,1800 Peutie,Excellent,Non,2,Non,Non,Non,Non,Non,Oui,Non,,,1,2,,,Non,242 kWh/m²/an,20230608-0002913360-RES-1,,"non, pas d'attestation","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,90 m²,,1,Gaz,Double vitrage,,,,,,2,,Oui,,,,,,,,,Oui,,,,,,,,,,,,Oui,34 m²,,,9 m²,,,,,,,,,,,,,2,,10 m²,12 m²,,,8 m²,,,,,,,,,6 m²,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9280/lebbeke/rbt73145,RBT73145,Maison à vendre,389000,Kakemanstraat 11A 001,9280 Lebbeke,Excellent,Non,4,Non,Non,Non,Non,Non,Non,Non,,,,3,Oui,390 m²,Non,128 kWh/m²/an,20241206-0003458869-RES-1,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1963,,170 m²,,,Gaz,Double vitrage,,,,,,,,Oui,,,,,,,,,Oui,,,,,,,,,,,,Oui,38 m²,,,16 m²,,,,,,12 m,,,,,,,,,12 m²,19 m²,,,17 m²,14 m²,13 m²,,,1000 m²,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8700/tielt/rbt73144,RBT73144,Appartement à vendre,255000,Stationstraat 1 8,8700 Tielt,Excellent,Non,3,Non,Non,Non,Non,Non,Non,Non,Oui,,1,,,,Non,127 kWh/m²/an,20240201-0003129859-RES-1,01/02/2034,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2005,,146 m²,,1,,,,,,,,4,1,Oui,,,,,,,,,Oui,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,3,,6 m²,7 m²,,,15 m²,28 m²,,,,,,,,4 m²,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8700/tielt/rbt73143,RBT73143,Maison à vendre,149000,Stedemolenstraat 18,8700 Tielt,À rénover,Non,2,Oui,Oui,Non,Non,Non,Oui,Non,,,1,2,Oui,133 m²,Non,878 kWh/m²/an,20250321-0003559051-RES-1,21/03/2035,"oui, attestation non conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,95 m²,,,Gaz,Double vitrage,,,,,,,,,,,,,,,,Sud-est,Oui,,,,,,,,,,,,Oui,16 m²,,,,,,,,,,,,,,,,,,,11 m²,,,13 m²,,,,,,,,6 m²,7 m²,,,,,,,,15 m²,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3830/wellen/rbt73141,RBT73141,Appartement à vendre,273000,Vloeiherkstraat 27 B 002,3830 Wellen,Nouveau,Non,1,Non,Non,Non,Non,Oui,Oui,Non,Oui,,1,,Oui,,Non,,,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,93 m²,,1,,,,,Oui,,,2,,Oui,,,,,,Oui,Oui,Sud,Oui,,,,,,,,,,,Oui,,47 m²,,,,,,,,,,,,,,,,0,,24 m²,13 m²,,,,,,,,,,,,7 m²,,,,,,,,,,,,,,,,,,,,,,5 m²
https://immovlan.be/fr/detail/appartement/a-vendre/3830/wellen/rbt73140,RBT73140,Appartement à vendre,378000,Vloeiherkstraat 27 B 201,3830 Wellen,Nouveau,Non,2,Non,Non,Non,Non,Non,Oui,Non,Oui,,1,,Oui,,Non,,,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2024,,101 m²,,1,,,,,Oui,,,2,,Oui,,,,,,Oui,Oui,Sud,Oui,,,,,,,,,,,Oui,,51 m²,,,,,,,,,,,,,,,,2,,26 m²,17 m²,,,11 m²,,,,,,,,,9 m²,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3830/wellen/rbt73139,RBT73139,Appartement à vendre,385000,Vloeiherkstraat 27 B 101,3830 Wellen,Nouveau,Non,3,Non,Non,Non,Non,Non,Non,Non,Oui,,1,,Oui,,Non,,,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2024,,116 m²,,1,,,,,Oui,,,2,,Oui,,,,,,Oui,Oui,Sud,Oui,,,,,,,,,,,Oui,,32 m²,,,,,,,,,,,,,,,,1,,20 m²,14 m²,,,11 m²,13 m²,,,,,,,,6 m²,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/penthouse/a-vendre/2100/deurne/rbt73138,RBT73138,Penthouse à vendre,399000,Dascottelei 102 701,2100 Deurne,Normal,Non,3,Non,Non,Non,Non,Non,Non,Non,Oui,1,1,,,,,229 kWh/m²/an,3623669,13/06/2035,pas d'application,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1984,A l’acte,137 m²,,2,Gaz,,,,Oui,,Est,7,,Oui,,,,Non,,,,,Oui,Non,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,7,,105 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2980/halle/rbt73137,RBT73137,Maison à vendre,389000,Kwikaard 29,2980 Halle,Normal,Non,2,Non,Non,Non,Non,Non,Non,Non,Oui,,1,4,Oui,982 m²,,390 kWh/m²/an,,,pas d'application,,Pas de risque d’inondation,Information non communiquée,1992,A l’acte,110 m²,,1,Gaz,,,,Non,,Nord-est,,,,,,,Non,,,,,Oui,Non,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9100/sint-niklaas/rbt73136,RBT73136,Maison à vendre,399000,Mercatorstraat 11,9100 Sint-Niklaas,,Non,4,Non,Non,Non,Non,Non,Non,Non,,,1,,Oui,150 m²,Non,171 kWh/m²/an,2500624,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,220 m²,,,,Double vitrage,,,,,,,,Oui,,,,,,Oui,,Sud,Oui,,,,,,,,,,,,Oui,35 m²,,,,,,,,,5 m,100 m²,5 m,,,,,,30 m,50 m²,20 m²,,,13 m²,15 m²,10 m²,,,50 m²,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8870/izegem/rbt73135,RBT73135,Maison à vendre,374000,Meensestraat 59,8870 Izegem,Excellent,Non,4,Oui,Oui,Non,Non,Non,Non,Non,Oui,1,1,2,Oui,208 m²,Non,,,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,240 m²,,,,Double vitrage,,,,,,,,Oui,,,,,,Oui,,Est,Oui,,,,,,,,,,,,Oui,30 m²,,,,,,,,,9 m,100 m²,9 m,,,,,,24 m,20 m²,15 m²,,,12 m²,16 m²,28 m²,,,100 m²,,,14 m²,11 m²,,,,,,,,20 m²,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9690/kluisbergen/rbt73134,RBT73134,Maison à vendre,369000,Poletsestraat 14,9690 Kluisbergen,Excellent,Non,3,Non,Non,Non,Non,Non,Non,Non,,,1,4,Oui,1456 m²,Non,339 kWh/m²/an,20240507-0003238285-RES-2,,"oui, attestation non conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1982,,350 m²,,4,,Double vitrage,Oui,,,,,,6,Oui,,,,,,Oui,Oui,Sud-ouest,,,,,,,,,,,,,Oui,44 m²,,,,,,,,,12 m,,19 m,,,,,,,,23 m²,,,14 m²,13 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8650/houthulst/rbt73133,RBT73133,Maison à vendre,449000,Cassierslaan 69 B,8650 Houthulst,Nouveau,Non,3,Non,Non,Non,Non,Non,Non,Non,,,2,4,Oui,390 m²,Non,23 kWh/m²/an,,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,176 m²,,,,Double vitrage,,,,,,,2,Oui,,,,,,Oui,,,Oui,,,,,,,,,,,,Oui,,,,,,,,,,11 m,8 m²,20 m,,,,,,8 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8800/roeselare/rbt73132,RBT73132,Appartement à vendre,149000,Diksmuidsesteenweg 274 8,8800 Roeselare,Excellent,Non,2,Non,Non,Non,Non,Non,Non,Non,Oui,,,2,,,Non,,,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1992,,92 m²,,,,,,,,,,,,Oui,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7503/froyennes/rbt73128,RBT73128,Maison à vendre,185000,Chauss?e de Courtrai 40,7503 Froyennes,À rénover,Non,,Non,Non,Non,Non,Non,Non,Non,,,,,,481 m²,Non,344 kWh/m²/an,20240126022614,,"non, pas d'attestation",,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2930/brasschaat/rbt73127,RBT73127,Maison à vendre,499000,Van de Wiellei 154,2930 Brasschaat,Remis à neuf,Non,4,Non,Non,Non,Non,Non,Oui,Non,Oui,1,1,2,Oui,457 m²,Non,103 kWh/m²/an,11008-G-DBA_2017031713/EP16697/A001/D01/SD001,23/12/2032,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1956,,205 m²,,2,Gaz,Double vitrage,,,,,,,,,,,,,,Oui,,Ouest,Oui,,,,,,,,,,,,Oui,,,,,,,,,,,102 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9080/lochristi/rbt73126,RBT73126,Appartement à vendre,362145,Antwerpse Steenweg 20,9080 Lochristi,Nouveau,Non,2,Non,Non,Non,Non,Non,Non,Non,,,1,,Oui,,Non,,,,"oui, attestation conforme","Zone, info non disponible",Information non communiquée,Information non communiquée,2025,,,,1,,,,,Oui,,,2,,,,,,,,,Oui,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9080/zeveneken/rbt73125,RBT73125,Appartement à vendre,260000,Zeveneken-Dorp 38-44,9080 Zeveneken,Nouveau,Non,1,Non,Non,Non,Non,Non,Non,Non,,,1,,Oui,,Non,,,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Information non communiquée,Information non communiquée,2025,,60 m²,,1,,,,,Oui,,,3,,Oui,,,,,,,Oui,Nord-ouest,Oui,,,,,,,,,,,Oui,,33 m²,,,,,,,,,,65 m²,,,,,,2,,5 m²,12 m²,,,,,,,,,,,,5 m²,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8760/meulebeke/rbt73124,RBT73124,Maison à vendre,310000,Tuinwijk 14,8760 Meulebeke,Excellent,Non,3,Non,Oui,Non,Non,Non,Oui,Non,Oui,1,,3,Oui,426 m²,Non,128 kWh/m²/an,20250617-0003626829-RES-1,17/06/2035,"non, pas d'attestation","Zone d'habitat (résidentiel, urbain ou rural)",Information non communiquée,Information non communiquée,1955,,135 m²,,1,Gaz,Double vitrage,,,,,,,1,Oui,,,,,,Oui,,Nord-ouest,Oui,,,,,,,,,,,,Oui,,,,,,,,,,6 m,148 m²,13 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/loft/a-vendre/9300/alost/rbt73123,RBT73123,Loft à vendre,750000,Opwijkse Steenweg 10C,9300 Alost,Excellent,Non,4,Non,Non,Non,Non,Oui,Oui,Non,Oui,1,2,3,Oui,,Non,119 kWh/m²/an,20231012-0003005810-RES-1,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,552 m²,,4,,Double vitrage,Oui,Oui,Oui,,,1,3,Oui,,,,,,Oui,Oui,Sud-ouest,Oui,,,,,,,,,,,Oui,Oui,120 m²,,,,,,,,,,,,,,,,1,,158 m²,32 m²,,,16 m²,19 m²,19 m²,,,,,,,29 m²,,,,,,,,,,,,200 m²,,,,,,,,,,13 m²
https://immovlan.be/fr/detail/appartement/a-vendre/2140/borgerhout/rbt73112,RBT73112,Appartement à vendre,469000,Griffier Schobbenslaan 76 2C/2D,2140 Borgerhout,À rénover,Non,4,Non,Non,Non,Non,Non,Non,Non,Oui,,2,2,,,,127 kWh/m²/an,20250227-0003503899-RES-1,27/02/2035,"oui, attestation non conforme","Zone d'habitat (résidentiel, urbain ou rural)",Risque élevé,Information non communiquée,1964,A l’acte,268 m²,,2,Mazout,,,,Oui,,Sud,4,,Oui,,,,Non,,,,,Oui,Non,,,,,,,,,,,Oui,,,,,,,,,,,404 m²,,,,,,2,27 m,14 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2610/wilrijk/rbt73108,RBT73108,Appartement à vendre,215000,Kruishofstraat 146 4E,2610 Wilrijk,Normal,Non,2,Non,Non,Non,Non,Non,Non,Non,Oui,1,1,4,,,,151 kWh/m²/an,20250613-0003623347RES-1,13/06/2035,"oui, attestation non conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1967,Immédiatement,88 m²,,1,Gaz,,,,Non,,,,,Oui,,,,Non,,,,,Oui,Non,,,,,,,,,,,Oui,,,,,,,,,,,887 m²,,,,,,,51 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3920/lommel/rbt73053,RBT73053,Maison à vendre,316000,Kattenbos 10,3920 Lommel,Nouveau,Non,3,Non,Oui,Non,Non,Non,Non,Non,,,1,2,Oui,197 m²,Non,,,,"oui, attestation non conforme","Zone, info non disponible",Information non communiquée,Information non communiquée,2025,,,,2,,,,,,,,,,,,,,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,,168 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8310/sint-kruis/rbt73051,RBT73051,Appartement à vendre,209000,Kamerheerstraat 15 102,8310 Sint-Kruis,Normal,Non,2,Non,Non,Non,Non,Non,Non,Non,Oui,1,1,2,,,,119 kWh/m²/an,,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Information non communiquée,Information non communiquée,1976,A l’acte,86 m²,,1,Gaz,,,,Non,,,,,Oui,,,,Non,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9900/eeklo/rbt73049,RBT73049,Maison à vendre,444000,Raverschootstraat 258,9900 Eeklo,Excellent,Non,4,Non,Non,Non,Non,Non,Non,Non,Oui,2,1,3,Oui,814 m²,Non,276 kWh/m²/an,20250224-0003537427-RES-1,,"non, pas d'attestation",Zone d'extension d'habitat,Pas de risque d’inondation,Information non communiquée,1987,,246 m²,,,Gaz,Double vitrage,,,,,,,,Oui,,,,,,,,Nord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8420/de-haan/rbt73048,RBT73048,Appartement à vendre,132000,Bredeweg 80B app 13,8420 De Haan,Excellent,Non,1,Non,Non,Non,Non,Non,Non,Non,Oui,,1,,,,Oui,336 kWh/m²/an,20250305-0003545316-RES-1,,"oui, attestation conforme","Zone, info non disponible",Pas de risque d’inondation,Information non communiquée,1991,,38 m²,,1,Electrique,Double vitrage,,,,,,,1,Oui,,,,,,,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8420/de-haan/rbt73047,RBT73047,Appartement à vendre,495000,Fierens-Gevaertlaan 1 glv,8420 De Haan,Excellent,Non,4,Non,Oui,Non,Non,Non,Non,Non,Oui,1,2,,Oui,,Non,388 kWh/m²/an,202404190003219851res1,,"oui, attestation conforme","Zone d'habitat d'intérêt culturel, historique et/ou esthétique",Pas de risque d’inondation,Information non communiquée,1964,,171 m²,,2,Gaz,Double vitrage,,,,,,2,1,Oui,,,,,,,,Sud-ouest,Oui,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8420/de-haan/rbt73046,RBT73046,Appartement à vendre,210000,Vosseslag 143 0007,8420 De Haan,Excellent,Non,1,Non,Non,Non,Non,Non,Non,Non,,,1,,Oui,,Non,112 kWh/m²/an,20250207-0003524225-RES-1,,"oui, attestation conforme","Zone, info non disponible",Pas de risque d’inondation,Information non communiquée,2016,,53 m²,,,Gaz,Double vitrage,,,Oui,,,3,,Oui,,,,,,,,,Oui,Oui,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9290/berlare/rbt73045,RBT73045,Maison à vendre,549000,,9290 Berlare,Nouveau,Non,5,Non,Oui,Non,Non,Non,Non,Non,,,1,3,Oui,518 m²,Non,,,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2026,,208 m²,,2,,Double vitrage,,,,,,,1,Oui,,,,,,,Oui,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9290/berlare/rbt73044,RBT73044,Maison à vendre,549000,,9290 Berlare,Nouveau,Non,5,Non,Oui,Non,Non,Non,Non,Non,,,1,3,Oui,510 m²,Non,,,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2026,,214 m²,,2,,Double vitrage,,,,,,,1,Oui,,,,,,,Oui,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9290/berlare/rbt73043,RBT73043,Maison à vendre,549000,,9290 Berlare,Nouveau,Non,5,Non,Oui,Non,Non,Non,Non,Non,,,1,3,Oui,506 m²,Non,,,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2026,,208 m²,,2,,Double vitrage,,,,,,,1,Oui,,,,,,,Oui,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9290/berlare/rbt73042,RBT73042,Maison à vendre,549000,,9290 Berlare,Nouveau,Non,5,Non,Oui,Non,Non,Non,Non,Non,,,1,3,Oui,504 m²,Non,,,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2026,,214 m²,,2,,Double vitrage,,,,,,,1,Oui,,,,,,,Oui,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9290/berlare/rbt73041,RBT73041,Maison à vendre,549000,,9290 Berlare,Nouveau,Non,5,Non,Oui,Non,Non,Non,Non,Non,,,1,3,Oui,504 m²,Non,,,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2026,,208 m²,,2,,Double vitrage,,,,,,,1,Oui,,,,,,,Oui,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9290/berlare/rbt73040,RBT73040,Maison à vendre,549000,,9290 Berlare,Nouveau,Non,5,Non,Oui,Non,Non,Non,Non,Non,,,1,3,Oui,550 m²,Non,,,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2026,,214 m²,,2,,Double vitrage,,,,,,,1,Oui,,,,,,,Oui,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
