ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Bien_actuellement_loué,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_habitable,Meublé,Surface_du_séjour,Caves,Grenier,Salle_à_manger,Surface_salle_à_manger,Garage,Nombre_de_place_de_parking_intérieur,Type_de_cuisine,Surface_de_la_cuisine,Nombre_de_salles_de_bain,Nombre_de_douches,Nombre_de_toilettes,Type_de_chauffage,Type_de_vitrage,Ascenseur,Accessible_aux_moins_valides,Nombre_de_façades,Nombre_détages_de_limmeuble,Terrasse_aménagée,Surface_de_la_terrasse,Surface_totale_du_terrain,Raccordé_aux_égouts,Raccordé_au_gaz_de_ville,Raccordé_à_leau_courante,Piscine_extérieure,Conso_spécifique_dénergie_primaire,Conso_annuelle_totale_dénergie_primaire,Date_de_validité_PEB,Emission_de_CO2,Attestation__Installation_électrique,Le_bien_fait_lobjet_dun_droit_de_préemption,Type_de_zone_inondable,Zone_inondable_délimitée,Véranda,Dressing,Buanderie,Local_vélo,Nombre_de_Garages,Orientation_de_la_façade_du_bien,Jardin,Surface_du_jardin,Référence_PEB,Année_de_construction,Surface_du_garage,Équipement_de_la_cuisine,Surface_de_lades_salles_de_bain,Largeur_de_la_façade,Orientation_de_la_terrasse,Profondeur_du_terrain,Largeur_du_terrain_à_rue,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Nombre_de_places_de_parking_extérieur,Surface_des_caves,Surface_du_grenier,Surface_chambre_à_coucher_5,Attestation__Installation_électrique__Validité,Surface_constructible,Étage_de_lappartement,Panneaux_solaires,Parlophone,Possibilités_pour_profession_libérale,Adoucisseur_deau,Maison_basse_énergie,Panneaux_solaires_thermiques,Chauffage_au_sol,Pompe_à_chaleur,Compteur_Bihoraire,Air_conditionné,Domotique,Alarme_antieffraction,Porte_daccès_sécurisée,HammamSaunaJacuzzi,Feu_ouvert,Adaptations_pour_les_seniors,Citerne_à_eau_de_pluie,Attestation__Citernes_à_mazout,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Orientation_du_jardin,Espace_ouvert_sensible_à_leau__WORG,Surface_du_bureau,Balcon,Surface_du_dressing,Attestation__Asbuilt,Affectation_urbanistique_la_plus_récente,Niveau_E,Niveau_K,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Porte_de_garage_motorisée,Clef_électronique,Attestation__Citernes_à_mazout__Validité,Station_de_charge_électrique,Surface_totale,Compteur_électrique_individuel,Compteur_deau_individuel,Compteur_de_gaz_individuel,Appartement_de_service,Niveau_S,Surface_de_la_véranda
https://immovlan.be/fr/detail/appartement/a-vendre/4800/verviers/vbc73799,VBC73799,Appartement à vendre,347000,Rue Henri Pirenne 77 309,4800 Verviers,,Non,,3,,,,,129 m²,Non,48 m²,Non,Non,Non,,,,,,1,,1,,,Oui,,2,3,Oui,6 m²,,,,,,,,,,pas d'application,,Information non communiquée,Information non communiquée,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4800/verviers/vbc73798,VBC73798,Appartement à vendre,236000,Rue Henri Pirenne 77 207,4800 Verviers,,Non,,2,,,,,77 m²,Non,36 m²,Non,Non,Non,,,,,,1,,1,,,Oui,,2,3,Oui,9 m²,,,,,,,,,,pas d'application,,Information non communiquée,Information non communiquée,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4800/verviers/vbc73797,VBC73797,Appartement à vendre,265000,Rue Henri Pirenne 77 207,4800 Verviers,,Non,,2,,,,,90 m²,Non,41 m²,Non,Non,Non,,,,,,1,,1,,,Oui,,2,3,Oui,9 m²,,,,,,,,,,pas d'application,,Information non communiquée,Information non communiquée,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4800/verviers/vbc73795,VBC73795,Appartement à vendre,275000,Rue Henri Pirenne 77 105,4800 Verviers,,,,2,,,,,98 m²,Non,41 m²,,,,,,,,,1,,1,,,Oui,,2,3,Oui,6 m²,,,,,,,,,,pas d'application,,Information non communiquée,Information non communiquée,,,,,,,Non,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4800/verviers/vbc73794,VBC73794,Appartement à vendre,270000,Rue Henri Pirenne 77 104,4800 Verviers,,Non,,2,,,,,94 m²,Non,39 m²,Non,Non,Non,,,,,,1,,1,,,Oui,,2,3,Oui,6 m²,,,,,,,,,,pas d'application,,Information non communiquée,Information non communiquée,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4800/verviers/vbc73793,VBC73793,Appartement à vendre,268000,Rue Henri Pirenne 77 2,4800 Verviers,,Non,,2,,,,,94 m²,Non,39 m²,Non,Non,Non,,,,,,1,,1,,,Oui,,2,3,Oui,6 m²,,,,,,,,,,pas d'application,,Information non communiquée,Information non communiquée,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4800/verviers/vbc73792,VBC73792,Appartement à vendre,275000,Rue Henri Pirenne 77 3,4800 Verviers,,Non,,2,,,,,98 m²,Non,41 m²,Non,Non,Non,,,,,,1,,1,,,Oui,,2,3,Oui,6 m²,,,,,,,,,,pas d'application,,Information non communiquée,Information non communiquée,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4800/verviers/vbc73787,VBC73787,Appartement à vendre,198000,Rue Laoureux 3 5ème,4800 Verviers,,Non,,3,,,,,113 m²,Non,38 m²,Non,Non,Non,,Oui,,,,1,,2,,,Oui,,4,5,Oui,1 m²,,,,,,287 kWh/m²/an,,14/11/2034,287,"oui, attestation conforme",,Information non communiquée,Information non communiquée,Non,Non,Non,Non,1,Est,,,20241114012467,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/4800/lambermont/vbc71434,VBC71434,Villa à vendre,425000,Rue Léon Debatisse 8,4800 Lambermont,Excellent,Non,A l’acte,4,14 m²,15 m²,15 m²,12 m²,181 m²,Non,17 m²,Oui,Oui,Oui,17 m²,Oui,1,,16 m²,1,1,2,Gaz,Double vitrage,Non,Non,4,1,Oui,50 m²,722 m²,Oui,Oui,Oui,Non,158 kWh/m²/an,,,25,"oui, attestation non conforme",Non,Pas de risque d’inondation,Information non communiquée,,,,,1,Nord-ouest,Oui,550 m²,,1993,,Super équipée,,13 m,Sud-est,,13 m,Oui,,3,,,,,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4800/verviers/vbc71421,VBC71421,Maison à vendre,99000,Rue Gris Chevris 23,4800 Verviers,À rénover,Non,A l’acte,3,14 m²,12 m²,11 m²,,100 m²,Non,19 m²,Oui,Oui,Oui,10 m²,Oui,1,Indépendante,11 m²,1,1,2,Gaz,Double vitrage,Non,Non,3,2,,,210 m²,Oui,,Oui,Non,542 kWh/m²/an,69594 kWh/an,28/03/2028,99,"non, pas d'attestation",Non,Pas de risque d’inondation,Information non communiquée,,,,,1,Nord-est,Oui,158 m²,,1930,8 m²,,8 m²,4 m,,31 m,4 m,Non,Non,,4 m²,,,,,,,Oui,,,,,,,,,,,,,,,,,,Sud-ouest,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4800/verviers/vwd13289,VWD13289,Maison à vendre,395000,Avenue Peltzer 18,4800 Verviers,,,A l’acte,7,10 m²,20 m²,20 m²,10 m²,238 m²,,37 m²,Oui,,,,Oui,,Indépendante,13 m²,2,,,Gaz,Double vitrage,,,3,,,,800 m²,,,,,,,06/09/2033,,,,Pas de risque d’inondation,Information non communiquée,,,,,,,Oui,600 m²,20230906005954,,,Equipée,14 m²,,,,,,,,62 m²,,20 m²,,,,,,,,,,,,,,,,,,,,,,,Nord-ouest,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4800/verviers/vbc69629,VBC69629,Appartement à vendre,145000,Rue de Heusy 32,4800 Verviers,À rénover,Non,Immédiatement,2,15 m²,13 m²,,,91 m²,Non,26 m²,Oui,,,,,,Américaine,15 m²,1,,1,Gaz,Double vitrage,Oui,Non,2,4,Oui,4 m²,,Oui,,,Non,435 kWh/m²/an,44465 kWh/an,15/04/2035,,"non, pas d'attestation",Non,Information non communiquée,Information non communiquée,,,,,,Est,,,,1978,,Equipée,4 m²,,,,,Non,Non,,,,,,,4,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/4800/verviers/vbc68357,VBC68357,Duplex à vendre,245000,Rue des Prairies 15 A,4800 Verviers,Excellent,Non,,2,22 m²,15 m²,,,136 m²,Non,25 m²,,,,,,,,13 m²,1,1,1,Gaz,Double vitrage,Non,Non,2,2,Oui,20 m²,,Oui,Oui,Oui,Non,112 kWh/m²/an,15165 kWh/an,06/12/2028,21,"oui, attestation conforme",Non,Pas de risque d’inondation,Information non communiquée,,,,,,Sud-est,,,,,,Super équipée,,38 m,Nord-ouest,,38 m,Non,Non,2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4800/petit-rechain/vbc52133,VBC52133,Maison à vendre,215000,Rue de Grand-Rechain 35,4800 Petit-Rechain,À rénover,Non,A l’acte,4,20 m²,18 m²,11 m²,18 m²,175 m²,Non,,Oui,,Oui,20 m²,Oui,1,Indépendante,12 m²,1,1,2,Gaz,Double vitrage,Non,Non,3,2,Oui,17 m²,420 m²,Oui,,Oui,Non,366 kWh/m²/an,76783 kWh/an,09/03/2035,67,"oui, attestation non conforme",Non,Pas de risque d’inondation,Information non communiquée,,,,,1,,Oui,307 m²,,1895,,,9 m²,7 m,Sud,49 m,7 m,Oui,Non,1,24 m²,,,,,,,,,,,,,,,,,,,,,,,,,Sud,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4800/lambermont/vbc65778,VBC65778,Maison à vendre,379000,Rue du Calvaire 49,4800 Lambermont,Remis à neuf,Non,,3,14 m²,14 m²,32 m²,,200 m²,Non,39 m²,Oui,,Oui,14 m²,Oui,1,,14 m²,1,1,1,Gaz,Double vitrage,Non,Non,3,2,Oui,50 m²,500 m²,Non,Oui,Oui,Non,157 kWh/m²/an,42205 kWh/an,26/02/2035,,,Non,Pas de risque d’inondation,Information non communiquée,,,,,1,,Oui,300 m²,,1953,,Super équipée,,,,,,Non,Oui,1,,,,,,,Oui,Oui,,,,,,,,,,Oui,,,,,Oui,,,,Non,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4800/verviers/vbc65067,VBC65067,Appartement à vendre,139000,Rue des Minières 3 1er,4800 Verviers,À rénover,,,2,,,,,122 m²,,,Non,Non,,,,,,,1,,,Gaz,Double vitrage,Non,Non,,5,,,,,,,,190 kWh/m²/an,,17/04/2035,,pas d'application,,Information non communiquée,Information non communiquée,Non,,,,,,,,20250417005070,,,,3 m²,,,,,,Non,,,,,,,1,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/4800/verviers/vbc64666,VBC64666,Immeuble mixte à vendre,295000,Rue de Namur 21-23,4800 Verviers,,,,4,,,,,174 m²,Non,21 m²,,Oui,,,,,,,1,1,3,,,Non,,2,3,Non,,210 m²,,,,,,63343 kWh/an,21/08/2033,312,pas d'application,,Information non communiquée,Information non communiquée,,,,,,Sud,Non,,20230822022802,,,,,,,29 m,,,,,,,,,178 m²,,,,,,,,,,,,,,,,,,,,,,,17 m²,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4800/petit-rechain/vbc63952,VBC63952,Appartement à vendre,247000,Rue Bonvoisin,4800 Petit-Rechain,Nouveau,,,2,14 m²,12 m²,,,103 m²,Non,29 m²,Oui,,,,Oui,4,Américaine,16 m²,1,,1,,,Oui,,4,3,Oui,8 m²,,,,Oui,Non,107 kWh/m²/an,11567 kWh/an,10/01/2033,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,Equipée,6 m²,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4800/petit-rechain/vbc60437,VBC60437,Maison à vendre,250000,Rue Bonvoisin 151,4800 Petit-Rechain,Normal,,,2,,,,,130 m²,Non,,Oui,Oui,,,,,,,1,,2,Mazout,Double vitrage,Non,,3,2,Oui,,460 m²,,,Oui,Non,497 kWh/m²/an,62167 kWh/an,,,,,Information non communiquée,Information non communiquée,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4800/verviers/vbc08341,VBC08341,Maison à vendre,140000,Rue des Hautes Mézelles 7,4800 Verviers,Remis à neuf,Non,A l’acte,4,24 m²,24 m²,7 m²,23 m²,133 m²,Non,18 m²,,,,,,,Kitchenette,7 m²,1,1,2,Gaz,Double vitrage,Non,Non,2,3,Oui,,42 m²,Oui,,Oui,Non,423 kWh/m²/an,56278 kWh/an,18/05/2026,77,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,,,,,,Sud-est,Oui,,,,,Semi-équipée,,3 m,,,3 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4800/lambermont/vbc58405,VBC58405,Maison à vendre,245000,Rue Pierre David 89,4800 Lambermont,,Non,,4,,,,,106 m²,Non,13 m²,Non,Non,Non,,,,,,1,,2,,,Non,,2,2,,,104 m²,,,,,134 kWh/m²/an,,11/12/2033,134,"oui, attestation conforme",,Information non communiquée,Information non communiquée,Non,Non,Non,Non,,Nord-est,Oui,49 m²,20231212012316,,,,,,,19 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4800/petit-rechain/vbb28194,VBB28194,Maison à vendre,390000,Rue de la Moinerie 37,4800 Petit-Rechain,Normal,,,4,24 m²,16 m²,22 m²,23 m²,234 m²,,,Oui,Oui,Oui,18 m²,,,Américaine,22 m²,1,,2,,Double vitrage,Non,Non,3,2,Oui,80 m²,427 m²,Oui,,Oui,Non,254 kWh/m²/an,64308 kWh/an,03/05/2034,63,"non, pas d'attestation",Non,Pas de risque d’inondation,Information non communiquée,,,,,,Nord,Oui,325 m²,,1850,,Equipée,15 m²,11 m,Sud,27 m,11 m,,,,12 m²,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4800/verviers/vbc55761,VBC55761,Maison à vendre,340000,Rue Joseph Wauters 44 D,4800 Verviers,À rénover,,A l’acte,3,,,,,165 m²,,,Oui,,,,Oui,1,,,1,,2,Gaz,Double vitrage,,,4,1,Oui,,881 m²,Non,,,,461 kWh/m²/an,76171 kWh/an,,,"oui, attestation non conforme",Non,Information non communiquée,Information non communiquée,,,,,,,Oui,,20250326035425,1967,,,,,,,,Non,,1,,,,,,,,,,,,Non,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4800/verviers/vbc55096,VBC55096,Maison à vendre,145000,Rue Bidaut 75,4800 Verviers,,,,4,,,,,186 m²,Non,34 m²,,,,,Oui,,,,1,,2,,,Non,,2,2,Oui,20 m²,112 m²,,,,,369 kWh/m²/an,,,,"non, pas d'attestation",,Information non communiquée,Information non communiquée,,,,,1,Est,Non,,20240624006592,,,,,7 m,,14 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4800/lambermont/vbc52807,VBC52807,Maison à vendre,149000,Rue Francval 26,4800 Lambermont,À rénover,Non,A l’acte,2,20 m²,13 m²,,,127 m²,Non,53 m²,,,Oui,20 m²,,,,11 m²,1,,1,,Double vitrage,Non,Non,4,2,Oui,30 m²,290 m²,Oui,,Oui,Non,564 kWh/m²/an,79567 kWh/an,24/03/2035,145,,,Risque moyen,Information non communiquée,Oui,,,,,,Oui,95 m²,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4800/verviers/vbc52172,VBC52172,Appartement à vendre,169000,Place d'Arles 15,4800 Verviers,,,A convenir,2,,,,,72 m²,Non,26 m²,,,,,,,,,,1,1,,,Oui,,2,3,Oui,5 m²,,,,,,205 kWh/m²/an,,11/04/2033,,pas d'application,,Information non communiquée,Information non communiquée,,,,,,Nord-est,Non,,20250506029253,1976,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4800/verviers/vbc51924,VBC51924,Appartement à vendre,195000,Rue du Palais 78,4800 Verviers,Normal,Non,A l’acte,3,12 m²,12 m²,10 m²,,102 m²,Non,30 m²,,,,,,,Américaine,,1,1,2,Gaz,Double vitrage,Oui,Oui,2,4,,,,Oui,Oui,Oui,,114 kWh/m²/an,11523 kWh/an,11/09/2027,,"oui, attestation conforme",,Information non communiquée,Information non communiquée,,,,,,,,,,2017,,Equipée,1 m²,,,,,,,,,,,,,0,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4800/verviers/vbc51523,VBC51523,Appartement à vendre,125000,Rue du Manège 14 401,4800 Verviers,,,,2,,,,,73 m²,Non,27 m²,,,,,,,,,1,,1,,,Oui,,3,4,Non,,,,,,,1007 kWh/m²/an,82777 kWh/an,26/04/2026,1007,pas d'application,,Information non communiquée,Information non communiquée,,,,,,Nord,Non,,20160427003611,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/chateau/a-vendre/4800/verviers/vbc50486,VBC50486,Château à vendre,2800000,Rue Grétry 1,4800 Verviers,,,,,,,,,2818 m²,,,,Oui,,,Oui,,,,,,,Gaz,,,,,,,,,,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,1893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/4800/verviers/vbc49449,VBC49449,Immeuble mixte à vendre,1300000,Place Verte,4800 Verviers,À rénover,,,,,,,,1400 m²,Non,,,,,,Oui,,,,,,,Gaz,,Oui,Oui,2,5,,,559 m²,Oui,Oui,Oui,Non,,,,,,Non,Information non communiquée,Information non communiquée,,,,,5,Nord,,,,,,,,,,,,Non,Non,,,,,,,,,,,,,,,,,Oui,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4800/verviers/vbc45132,VBC45132,Maison à vendre,248000,Rue des Minières 39,4800 Verviers,,,,3,,,,,200 m²,Non,24 m²,,,,,,,,,1,2,3,,,Non,,2,3,Oui,18 m²,120 m²,,,,,,,,,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,,,,,,Est,Non,,20240411008623,,,,,,,19 m,,,,,,,,,69 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4800/verviers/vbc43607,VBC43607,Appartement à vendre,174000,Rue du Palais 121,4800 Verviers,Normal,Oui,,3,15 m²,15 m²,9 m²,,96 m²,Non,32 m²,Oui,,,,Oui,1,Kitchenette,9 m²,1,1,1,Gaz,Double vitrage,Oui,Oui,2,6,Oui,25 m²,,Oui,Oui,Oui,Non,364 kWh/m²/an,40214 kWh/an,28/02/2035,67,"oui, attestation non conforme",Non,Pas de risque d’inondation,Information non communiquée,,,,,1,Nord-ouest,,,,1977,,Semi-équipée,6 m²,16 m,Sud-est,,16 m,Non,Non,1,,,,,,6,,Oui,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4800/lambermont/vbc42841,VBC42841,Maison à vendre,149000,Rue Robinfosse 1,4800 Lambermont,À rénover,,A l’acte,3,12 m²,13 m²,9 m²,,100 m²,Non,14 m²,,,,,Oui,,,14 m²,1,1,1,Gaz,Double vitrage,,,3,2,Oui,38 m²,134 m²,Oui,,,Non,454 kWh/m²/an,60279 kWh/an,07/10/2034,85,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,Oui,,,,1,,Oui,25 m²,,,30 m²,,3 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4800/verviers/vbb96477,VBB96477,Maison à vendre,79900,Montagne de l'Invasion 55,4800 Verviers,Normal,Oui,A l’acte,1,16 m²,,,,46 m²,Non,14 m²,,Oui,,,,,Indépendante,,1,1,1,Electrique,,Non,Non,3,2,,,21 m²,Oui,,Oui,Non,920 kWh/m²/an,41853 kWh/an,11/11/2034,237,"non, pas d'attestation",Non,Pas de risque d’inondation,Information non communiquée,,,,,,Nord-ouest,,,,1850,,,,6 m,,,6 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/4800/verviers/vbc04700,VBC04700,Rez-de-chaussée à vendre,99000,Rue Sècheval 22 2,4800 Verviers,À rénover,Oui,,1,,,,,55 m²,Non,29 m²,Oui,,,,,,Américaine,8 m²,1,1,1,Gaz,Double vitrage,Non,Non,4,,Oui,,,Oui,Oui,Oui,Non,243 kWh/m²/an,13412 kWh/an,24/11/2034,44,"oui, attestation conforme",,Risque moyen,Information non communiquée,,,,,,Nord-ouest,Oui,75 m²,,1995,,Equipée,4 m²,19 m,Sud-est,,19 m,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4800/verviers/vbc38194,VBC38194,Maison à vendre,260000,Rue de l'Enseignement 20,4800 Verviers,Normal,,A convenir,3,,,,,180 m²,Non,40 m²,,,,,Oui,,,,1,,2,Gaz,,Non,,2,,Non,,254 m²,,Oui,Oui,,352 kWh/m²/an,46248 kWh/an,04/12/2034,65,pas d'application,Non,Pas de risque d’inondation,Information non communiquée,,,,,3,Sud,Oui,130 m²,20241204016441,,,Semi-équipée,,,,,,Oui,Non,,,,,,115 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4800/lambermont/vbc38055,VBC38055,Maison à vendre,265000,Rue de la Belle Vue 24,4800 Lambermont,,Non,,4,,,,,126 m²,Non,25 m²,Non,Oui,Non,,,,,,1,,2,,,Non,,2,2,Oui,12 m²,269 m²,,,,,189 kWh/m²/an,,15/01/2035,1890,"oui, attestation conforme",,Information non communiquée,Information non communiquée,Non,Non,Non,Non,,Nord,,,20250116004297,,,,,6 m,,38 m,,,,,,,,,56 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4800/verviers/vbc27983,VBC27983,Appartement à vendre,90000,Rue Coronmeuse 47 305,4800 Verviers,,,A convenir,1,,,,,55 m²,Non,22 m²,,,,,,,,,,1,1,,,Oui,,2,4,Non,,,,,,,172 kWh/m²/an,,,,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,,,,,,Sud,Non,,20240628009350,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4800/verviers/vbc32498,VBC32498,Maison à vendre,169000,Rue des Hougnes 121,4800 Verviers,À rénover,Non,A l’acte,4,11 m²,13 m²,18 m²,13 m²,150 m²,Non,,Oui,Oui,Oui,13 m²,,,,11 m²,1,1,2,Gaz,Double vitrage,Non,Non,2,2,,,166 m²,Oui,,Oui,,433 kWh/m²/an,61671 kWh/an,30/01/2035,79,"non, pas d'attestation",Non,Pas de risque d’inondation,Information non communiquée,,,,,,Ouest,Oui,107 m²,,1930,,,,5 m,,31 m,5 m,,,,17 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/chateau/a-vendre/4800/verviers/vbc27899,VBC27899,Château à vendre,2800000,Rue Grétry 1,4800 Verviers,,,,,,,,,1570 m²,,,,Oui,,,Oui,,,,,,,Gaz,,,,,,Oui,,,,,,,,755 kWh/an,,,,,Information non communiquée,Information non communiquée,,,,,,,Oui,11440 m²,,1893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
