ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Bien_actuellement_loué,Année_de_construction,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_habitable,Meublé,Surface_du_séjour,Grenier,Véranda,Équipement_de_la_cuisine,Type_de_cuisine,Surface_de_la_cuisine,Nombre_de_salles_de_bain,Nombre_de_douches,Nombre_de_toilettes,Surface_de_lades_salles_de_bain,Type_de_chauffage,Type_de_vitrage,Ascenseur,Accessible_aux_moins_valides,Orientation_de_la_façade_du_bien,Nombre_de_façades,Largeur_de_la_façade,Nombre_de_places_de_parking_extérieur,Jardin,Surface_du_jardin,Terrasse_aménagée,Surface_de_la_terrasse,Orientation_de_la_terrasse,Surface_totale_du_terrain,Largeur_du_terrain_à_rue,Raccordé_aux_égouts,Raccordé_à_leau_courante,Piscine_extérieure,Conso_spécifique_dénergie_primaire,Conso_annuelle_totale_dénergie_primaire,Date_de_validité_PEB,Attestation__Installation_électrique,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Le_bien_fait_lobjet_dun_droit_de_préemption,Type_de_zone_inondable,Zone_inondable_délimitée,Caves,Salle_à_manger,Dressing,Buanderie,Local_vélo,Surface_constructible,Référence_PEB,Emission_de_CO2,Nombre_détages_de_limmeuble,Garage,Porte_de_garage_motorisée,Clef_électronique,Panneaux_solaires_thermiques,Chauffage_au_sol,Air_conditionné,Domotique,Alarme_antieffraction,HammamSaunaJacuzzi,Feu_ouvert,Raccordé_au_gaz_de_ville,Balcon,Attestation__Citernes_à_mazout,Attestation__Asbuilt,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Surface_salle_à_manger,Nombre_de_Garages,Surface_chambre_à_coucher_5,Possibilités_pour_profession_libérale,Nombre_de_place_de_parking_intérieur,Citerne_à_eau_de_pluie,Panneaux_solaires,Surface_du_grenier,Parlophone,Étage_de_lappartement,Surface_du_dressing,Pompe_à_chaleur,Surface_des_caves,Surface_du_garage,Orientation_du_jardin,Porte_daccès_sécurisée,Maison_basse_énergie,Compteur_deau_individuel,Attestation__Installation_électrique__Validité,Surface_totale,Compteur_Bihoraire,Surface_du_bureau,Attestation__Citernes_à_mazout__Validité,Station_de_charge_électrique,Profondeur_du_terrain,Appartement_de_service
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/6850/paliseul/vbc87783,VBC87783,Immeuble mixte à vendre,389000,Place de la Gare 1,6850 Paliseul,Normal,Oui,1875,Immédiatement,3,16 m²,10 m²,9 m²,16 m²,260 m²,Non,27 m²,Oui,Oui,Semi-équipée,Kitchenette,10 m²,2,2,5,11 m²,Mazout,Double vitrage,Non,Non,Sud,3,12 m,12,Oui,200 m²,Oui,24 m²,Sud,403 m²,12 m,Oui,Oui,Non,234 kWh/m²/an,24635 kWh/an,23/05/2032,"oui, attestation conforme",Oui,Non,Non,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6850/paliseul/vbc91362,VBC91362,Maison à vendre,195000,,6850 Paliseul,,Non,,,3,,,,,200 m²,Non,41 m²,Oui,Non,,,,1,,2,,Mazout,,Non,,,2,,,,,,,,95 m²,,,Oui,,568 kWh/m²/an,,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,Non,Non,Non,Non,Non,74 m²,20150507006756,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6850/paliseul/vbc58928,VBC58928,Maison à vendre,279000,Rue de Ferreing,6850 Paliseul,,,,,4,,,,,130 m²,,,,,,,,,,,,Electrique,,Non,Oui,,2,,,Oui,40 m²,Oui,12 m²,,182 m²,,,,Non,,,,"oui, attestation conforme",,,,Information non communiquée,Information non communiquée,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6850/paliseul/vbc79017,VBC79017,Maison à vendre,245000,Rue d'Offagne 27,6850 Paliseul,Normal,Non,,Immédiatement,3,7 m²,18 m²,16 m²,,150 m²,Non,21 m²,Oui,Non,Equipée,,8 m²,,,1,,,Simple vitrage,Non,Non,,,,1,Oui,,,,,,,,Oui,Non,338 kWh/m²/an,,,"oui, attestation conforme",,,Non,Pas de risque d’inondation,Information non communiquée,Non,Non,Non,Non,Non,895 m²,20250331017361,,,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,pas d'application,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6850/paliseul/vbc58013,VBC58013,Appartement à vendre,159000,Rue de Ferreing 10,6850 Paliseul,,Non,2012,,2,10 m²,12 m²,,,64 m²,Non,32 m²,,,,Indépendante,,1,1,1,4 m²,Electrique,Double vitrage,Non,Non,Ouest,,,,Oui,,,,,,,Oui,Oui,Non,,,,"oui, attestation conforme",Oui,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6850/paliseul/vbc51143,VBC51143,Maison à vendre,159000,Rue de la colline 5,6850 Paliseul,,Non,1915,Immédiatement,3,13 m²,14 m²,12 m²,,200 m²,Non,32 m²,Oui,,,Indépendante,16 m²,2,,2,5 m²,Mazout,Double vitrage,Non,Non,Nord,3,15 m,3,Oui,130 m²,Oui,25 m²,Est,320 m²,15 m,Oui,Oui,Non,237 kWh/m²/an,56038 kWh/an,17/02/2035,"oui, attestation non conforme",Non,Non,Non,Pas de risque d’inondation,Information non communiquée,,Oui,,,,,,59,,Oui,,,,,,,,,,,,,,,29 m²,1,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6850/paliseul/vbb90754,VBB90754,Maison à vendre,169000,Grand'Place 13,6850 Paliseul,Normal,Non,,A l’acte,5,18 m²,18 m²,26 m²,28 m²,220 m²,Non,33 m²,,,Semi-équipée,Kitchenette,,2,2,3,,Mazout,Double vitrage,Non,Non,,3,,,,,Oui,8 m²,,,,,,Non,277 kWh/m²/an,73341 kWh/an,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,,Oui,,,,,,10,4,,,,,,,,,,,,,,,,17 m²,,23 m²,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/6850/paliseul/vwd12453,VWD12453,Villa à vendre,490000,,6850 Paliseul,Excellent,,1990,A l’acte,3,,,,,317 m²,,,Oui,Oui,Super équipée,Indépendante,,2,,,,Mazout,Double vitrage,,,,4,,6,Oui,,Oui,,,1740 m²,24 m,,Oui,,210 kWh/m²/an,,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,Oui,,,Oui,,,20240515001610,,,Oui,,,,,,,,,Oui,,,"oui, attestation conforme",,Non,,,,Oui,2,Oui,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6850/offagne/vbc91197,VBC91197,Maison à vendre,375000,Rue du Baron Poncelet 16,6850 Offagne,,Non,2009,A l’acte,3,,,,,174 m²,Non,37 m²,Non,Non,,,,1,,2,,Mazout,,Non,,Sud,4,,4,Oui,,Oui,,,1087 m²,,,Oui,,212 kWh/m²/an,,16/05/2035,"oui, attestation conforme",,,,Information non communiquée,Information non communiquée,Non,Non,Non,Non,Non,,20250516019402,52,,Oui,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6850/carlsbourg/vax47655,VAX47655,Maison à vendre,1650000,Merny - Grand Rue 80,6850 Carlsbourg,,,1850,,9,,,,,850 m²,Oui,,,,,,,3,5,5,,Mazout,,Non,,,4,,10,Oui,,Oui,,,3285 m²,,,Oui,Oui,123 kWh/m²/an,75214 kWh/an,22/12/2031,"oui, attestation conforme",,,,Information non communiquée,Information non communiquée,,,,,,,20211222011941,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6860/leglise/vbc21606,VBC21606,Maison à vendre,1600000,,6860 Léglise,Excellent,,,A l’acte,4,13 m²,12 m²,22 m²,24 m²,220 m²,,21 m²,,,Equipée,Américaine,10 m²,1,,,,Mazout,,Non,Non,,4,,,Oui,,Oui,24 m²,,10930 m²,,,Oui,Non,205 kWh/m²/an,64201 kWh/an,10/04/2034,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,,Oui,,,,,,51,2,Oui,,,,,,,,,,,,,,,20 m²,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6860/leglise/vbc82221,VBC82221,Maison à vendre,348500,Rue des Hollines 4,6860 Léglise,Normal,Non,1995,A l’acte,3,23 m²,19 m²,17 m²,,238 m²,Non,35 m²,Oui,,Super équipée,,21 m²,1,1,3,13 m²,Mazout,Double vitrage,Non,Oui,Ouest,3,11 m,4,Oui,794 m²,Oui,93 m²,,1025 m²,11 m,,Oui,Non,140 kWh/m²/an,37664 kWh/an,23/05/2035,"oui, attestation conforme",Oui,Non,Non,Pas de risque d’inondation,Information non communiquée,,,,Oui,,,,9229,3,,,,,,,,,,,,,,,,,,,,,,Oui,9 m²,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/fermette/a-vendre/6860/leglise/vwd13389,VWD13389,Fermette à vendre,189000,rue du Léry 19,6860 Léglise,À rénover,,,A l’acte,1,,,,,1 m²,,,,,,,,,,,,Non specifié,,,,,,,,Oui,,,,,,,,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6860/leglise/vbc51858,VBC51858,Maison à vendre,195000,,6860 Léglise,Normal,,,,3,,,,,155 m²,,,,,,,,2,,,,,,,,,4,,,Oui,,,,,1352 m²,,,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,Oui,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6860/leglise/vbc47966,VBC47966,Appartement à vendre,269900,Rue des Vieux Prés 15 5,6860 Léglise,Nouveau,,2023,,2,,,,,101 m²,,,Non,Non,,,,1,,,,Gaz,Double vitrage,Oui,Non,,,,,,,Oui,11 m²,,,,,,,41 kWh/m²/an,,,"non, pas d'attestation",,Non,,Information non communiquée,Information non communiquée,Non,,,,,,Projet 221176,,2,,,,,Oui,,,,,,,,,,Non,,,,,,,,,Oui,1,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/6860/leglise/vbc47965,VBC47965,Rez-de-chaussée à vendre,269900,Rue des Vieux Prés 15 2,6860 Léglise,Nouveau,,2023,,2,,,,,101 m²,,,Non,Non,,,,1,,,,Gaz,Double vitrage,Oui,Non,,,,,,,Oui,11 m²,,,,,,,64 kWh/m²/an,,,"non, pas d'attestation",,Non,,Pas de risque d’inondation,Information non communiquée,Non,,,,,,Projet 221176,,2,,,,,Oui,,,,,,,,,,Non,,,,,,,,,Oui,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6860/leglise/vbc47963,VBC47963,Appartement à vendre,269900,Rue des Vieux Prés 15 6,6860 Léglise,Nouveau,,2023,,2,,,,,106 m²,Non,,Non,Non,,,,1,,,,Gaz,Double vitrage,Non,Non,Nord-est,,,,,,Oui,,,,,,,,50 kWh/m²/an,4694 kWh/an,16/10/2034,"non, pas d'attestation",,Non,,Pas de risque d’inondation,Information non communiquée,Non,,,,,,20241016501349,10,2,Oui,,,,Oui,,,,,,,,,,Non,,,,,,,,,Oui,1,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6860/leglise/vbc47962,VBC47962,Appartement à vendre,259900,Rue des Vieux Prés 15 8,6860 Léglise,Nouveau,,2023,,2,,,,,97 m²,,,Non,Non,,,,1,,,,Gaz,Double vitrage,Non,Non,,,,,,,Oui,11 m²,,,,,,,65 kWh/m²/an,,,"non, pas d'attestation",,Non,,Pas de risque d’inondation,Information non communiquée,Non,,,,,,PROJET 221176,,2,Oui,,,,Oui,,,,,,,,,,Non,,,,,,,,,Oui,2,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6860/leglise/vbc47961,VBC47961,Appartement à vendre,289900,Rue des Vieux Prés 15 7,6860 Léglise,Nouveau,,2023,,3,,,,,116 m²,,,Non,Non,,,,1,,,,Gaz,Double vitrage,Non,Non,,,,,,,Oui,11 m²,,,,,,,68 kWh/m²/an,,,pas d'application,,Non,,Information non communiquée,Information non communiquée,Non,,,,,,Projet 221176,,2,,,,,Oui,,,,,,,,,,Non,,,,,,,,,Oui,2,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6860/leglise/vbc47958,VBC47958,Appartement à vendre,259900,Rue des Vieux Prés 15/8,6860 Léglise,Nouveau,,2023,,2,,,,,97 m²,,,Non,Non,,,,1,,,,Gaz,Double vitrage,Non,Non,,,,,,,Oui,11 m²,,,,,,,65 kWh/m²/an,,,"non, pas d'attestation",,Non,,Information non communiquée,Information non communiquée,Non,,,,,,PROJET 221176,,2,,,,,Oui,,,,,,,,,,Non,,,,,,,,,Oui,2,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6860/leglise/vbc47957,VBC47957,Appartement à vendre,269900,Rue des Vieux Prés 15/5,6860 Léglise,Nouveau,,2023,,2,,,,,101 m²,,,Non,Non,,,,1,,,,Gaz,Double vitrage,Oui,Non,,,,,,,Oui,11 m²,,,,,,,41 kWh/m²/an,,,"non, pas d'attestation",,Non,,Information non communiquée,Information non communiquée,Non,,,,,,Projet 221176,,2,Oui,,,,Oui,,,,,,,,,,Non,,,,,,,,,Oui,1,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/6860/leglise/vbc47956,VBC47956,Rez-de-chaussée à vendre,269900,Rue des Vieux Prés 15/2,6860 Léglise,Nouveau,,2023,,2,,,,,101 m²,,,Non,Non,,,,1,,,,Gaz,Double vitrage,Non,Non,,,,,,,Oui,11 m²,,,,,,,64 kWh/m²/an,,,"non, pas d'attestation",,Non,,Information non communiquée,Information non communiquée,Non,,,,,,Projet 221176,,2,,,,,Oui,,,,,,,,,,Non,,,,,,,,,Oui,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6860/leglise/vbc47955,VBC47955,Appartement à vendre,289900,Rue des Vieux Prés 15/7,6860 Léglise,Nouveau,,2023,,3,,,,,116 m²,,,Non,Non,,,,1,,,,Gaz,Double vitrage,Oui,Non,,,,,,,Oui,11 m²,,,,,,,68 kWh/m²/an,,,"non, pas d'attestation",,Non,,Information non communiquée,Information non communiquée,Non,,,,,,Projet 221176,,2,,,,,Oui,,,,,,,,,,Non,,,,,,,,,Oui,2,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6860/leglise/vbc46481,VBC46481,Maison à vendre,295000,Rue Bi du Moulin 79,6860 Léglise,Remis à neuf,Non,1960,A l’acte,3,14 m²,12 m²,13 m²,,133 m²,Non,,Oui,,Super équipée,,,1,1,2,13 m²,Air pulsé,Double vitrage,Non,Non,Est,3,6 m,,Oui,600 m²,,,,667 m²,6 m,,Oui,Non,80 kWh/m²/an,18428 kWh/an,13/08/2028,"oui, attestation conforme",Oui,Non,Non,Pas de risque d’inondation,Information non communiquée,,,Oui,,,,,5254,2,,,,,,,,,,,,,,,,,,,,,,Oui,97 m²,,,5 m²,Oui,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6860/leglise/vbc34203,VBC34203,Maison à vendre,610000,Rue des Lavandières 8,6860 Léglise,Normal,,1930,,7,19 m²,11 m²,11 m²,14 m²,445 m²,Non,95 m²,,,Equipée,Américaine,61 m²,3,3,5,,Mazout,,Non,Non,Nord,3,,3,Oui,2005 m²,Oui,,Sud,2005 m²,,Non,Oui,Non,224 kWh/m²/an,75986 kWh/an,10/02/2035,"non, pas d'attestation",,,Non,Information non communiquée,Information non communiquée,,Oui,,,,,,56,3,Oui,,,,,,,,,,,,,,,51 m²,,16 m²,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/6860/leglise/vbb98677,VBB98677,Villa à vendre,295000,Rue des Fouilles 22,6860 Léglise,Normal,,1995,,3,,,,,,Non,,Oui,,Super équipée,,,1,,2,,Mazout,,Non,,Ouest,4,,,Oui,,Oui,,,1191 m²,,,Oui,,396 kWh/m²/an,,,"oui, attestation non conforme",Oui,Oui,,Information non communiquée,Information non communiquée,,,,,,,20210923013208,,,Oui,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6860/leglise/vwd03452,VWD03452,Maison à vendre,160000,Rue Albert 1er 15,6860 Léglise,Normal,,,A convenir,3,,,,,180 m²,,,Oui,,,,,,,,,Non specifié,,,,,,,,Oui,,,,,,,Oui,Oui,,260 kWh/m²/an,,,,,,,Information non communiquée,Information non communiquée,,,,,,,20211115003134,,,Oui,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6870/arville/vbc84385,VBC84385,Maison à vendre,199000,Rue de Wacomont 17,6870 Arville,À rénover,,,,3,,,,,227 m²,,,Oui,Non,,,,1,,,6 m²,Mazout,Double vitrage,Non,Non,Ouest,,,,Oui,780 m²,,,,780 m²,,,,,409 kWh/m²/an,92643 kWh/an,25/04/2035,"non, pas d'attestation",,Non,,Information non communiquée,Information non communiquée,Oui,,,,,,20250425009024,101,,Oui,,,,,,,,,,,,,,Non,,1,,,,,,50 m²,,,,,22 m²,29 m²,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6870/saint-hubert/vbc91920,VBC91920,Maison à vendre,200000,Rue des Ardennes 24,6870 Saint-Hubert,Normal,Non,,,3,,,,,,Non,,Oui,Non,,,,2,,2,,Mazout,,Non,,Sud-ouest,4,,,,,Oui,,,331 m²,,,Oui,,234 kWh/m²/an,,,"oui, attestation non conforme",,,,Information non communiquée,Information non communiquée,Non,Non,Non,Non,Non,,20240826025711,,1,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6870/saint-hubert/vbc89151,VBC89151,Maison à vendre,190000,Rue Redouté 20 b,6870 Saint-Hubert,À rénover,Non,1850,A l’acte,3,20 m²,9 m²,21 m²,13 m²,142 m²,Non,38 m²,Oui,,Equipée,Américaine,11 m²,1,,2,5 m²,Mazout,Double vitrage,Non,Non,Sud,3,14 m,,Oui,,Oui,,,293 m²,14 m,Oui,Oui,Non,445 kWh/m²/an,,,,,,,Information non communiquée,Information non communiquée,Oui,,,,,,,,,Oui,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/6870/saint-hubert/vwd05250,VWD05250,Immeuble mixte à vendre,450000,,6870 Saint-Hubert,Normal,,,A l’acte,14,,,,,900 m²,,,,,Equipée,Indépendante,,,,,,Mazout,Double vitrage,,,,2,,,,,,,,1365 m²,,Oui,,,,,,"non, pas d'attestation",,,,Information non communiquée,Information non communiquée,Oui,,,Oui,,,,,,,,,,,,,,,,Oui,,"oui, attestation conforme",,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/6870/saint-hubert/vwd02282,VWD02282,Villa à vendre,390000,,6870 Saint-Hubert,Normal,,,A l’acte,4,,,,,156 m²,,,,,Super équipée,,,,,,,Mazout,Double vitrage,,,,4,11 m,4,Oui,,Oui,,,600 m²,,Oui,,,269 kWh/m²/an,,,"oui, attestation conforme",,,,Information non communiquée,Information non communiquée,Oui,,,,,,20220813002282,,,Oui,Oui,,,,,,,,,,,pas d'application,,Non,,,,,1,,,,,,,,,,Sud-est,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6870/hatrival/vbc84267,VBC84267,Maison à vendre,189000,Rue de Libin 15,6870 Hatrival,Normal,,,,3,,,,,200 m²,,,Oui,Non,,,,1,,,13 m²,Mazout,Double vitrage,Non,Non,,,,,Oui,,,,,586 m²,,,,,278 kWh/m²/an,55497 kWh/an,30/04/2035,"non, pas d'attestation",,Non,,Information non communiquée,Information non communiquée,Oui,,,,,,20250430009169,69,,Oui,,,,,,,,,,,,,,Non,,,,,,,,32 m²,,,,,11 m²,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6870/saint-hubert/vbc70210,VBC70210,Appartement à vendre,230000,Rue Saint-Michel 14,6870 Saint-Hubert,Remis à neuf,Non,1850,A l’acte,4,18 m²,15 m²,14 m²,11 m²,178 m²,Non,15 m²,Oui,,Equipée,Américaine,14 m²,1,,2,8 m²,Mazout,Double vitrage,Non,Non,Sud-ouest,4,8 m,,Oui,30 m²,Oui,30 m²,Nord-est,,8 m,Oui,Oui,Non,323 kWh/m²/an,63964 kWh/an,01/02/2035,"oui, attestation conforme",Non,Non,Non,Pas de risque d’inondation,Information non communiquée,Oui,,,,,,,80,,Oui,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6870/saint-hubert/vbc70109,VBC70109,Maison à vendre,230000,Rue Saint-Michel 14,6870 Saint-Hubert,Remis à neuf,Non,1850,A l’acte,4,18 m²,15 m²,14 m²,11 m²,178 m²,Non,15 m²,Oui,,Equipée,Américaine,14 m²,1,,2,8 m²,Mazout,Double vitrage,Non,Non,Sud-ouest,4,8 m,,Oui,30 m²,Oui,30 m²,Nord-est,215 m²,8 m,Oui,Oui,Non,323 kWh/m²/an,63964 kWh/an,01/02/2035,"oui, attestation conforme",Non,Non,Non,Pas de risque d’inondation,Information non communiquée,Oui,Oui,,,,,,80,,Oui,,,,,,,,,,,,,,,14 m²,1,,,1,,,41 m²,,,,,10 m²,32 m²,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6870/saint-hubert/vbc67465,VBC67465,Maison à vendre,,Avenue Nestor Martin 11,6870 Saint-Hubert,À rénover,Non,,Immédiatement,3,17 m²,15 m²,16 m²,,162 m²,Non,21 m²,Oui,Oui,,Indépendante,14 m²,2,,,9 m²,Mazout,,Non,Non,Nord,2,,,Oui,,Oui,17 m²,,900 m²,,Oui,Oui,Non,312 kWh/m²/an,70521 kWh/an,23/01/2035,"oui, attestation non conforme",,,,Pas de risque d’inondation,Information non communiquée,,Oui,,,,,,77,1,,,,,,,,,,,,,,,,15 m²,,,,,,,16 m²,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6870/saint-hubert/vbc65660,VBC65660,Maison à vendre,700000,Rue des Ardennes 15,6870 Saint-Hubert,Normal,Non,1950,A l’acte,14,32 m²,32 m²,23 m²,15 m²,623 m²,Oui,,,,Semi-équipée,Kitchenette,23 m²,14,12,17,6 m²,Mazout,Double vitrage,Non,Non,Nord-ouest,3,30 m,3,Oui,250 m²,Oui,30 m²,Est,662 m²,30 m,Oui,Oui,Non,,,,"oui, attestation conforme",Non,Non,Non,Information non communiquée,Information non communiquée,Oui,Oui,,,,,,,,,,,,,,,Oui,,,,,,,,50 m²,,13 m²,,,,,,,,,,68 m²,,,Oui,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/6870/saint-hubert/vbc64927,VBC64927,Immeuble mixte à vendre,170000,Rue du Thiers 2,6870 Saint-Hubert,À rénover,Non,1950,A l’acte,1,20 m²,,,,124 m²,Non,55 m²,Oui,,,,16 m²,1,9,2,,,Double vitrage,Non,Non,Sud,3,22 m,,,,Oui,30 m²,Sud,85 m²,22 m,Oui,Oui,Non,,,,"oui, attestation non conforme",Non,Non,Non,Pas de risque d’inondation,Information non communiquée,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6870/saint-hubert/vbc59697,VBC59697,Maison à vendre,129000,Route de Poix 4,6870 Saint-Hubert,À rénover,Non,,Immédiatement,3,16 m²,14 m²,20 m²,,204 m²,Non,37 m²,,,,Indépendante,26 m²,3,,,6 m²,,Double vitrage,Non,Non,Sud,2,,,,,,,,174 m²,,Oui,Oui,,316 kWh/m²/an,80778 kWh/an,09/12/2034,"oui, attestation non conforme",,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,78,,Oui,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6870/hatrival/vbc58915,VBC58915,Maison à vendre,595000,Rue de la Lhomme 5 b,6870 Hatrival,Normal,Non,1850,A l’acte,2,,,,,73 m²,Non,29 m²,Non,Non,,,,1,,1,,Electrique,,Non,,Est,4,,2,Non,,Non,,,11239 m²,,,,,407 kWh/m²/an,,,"oui, attestation conforme",Oui,,Oui,Risque élevé,Inondable délimitée,Non,Non,Non,Non,Non,50 m²,20240515002750,10,,Oui,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6870/saint-hubert/vbb80214,VBB80214,Maison à vendre,135000,Rue du Mont 33,6870 Saint-Hubert,Normal,,1850,,4,17 m²,10 m²,17 m²,16 m²,135 m²,Non,16 m²,Oui,,Semi-équipée,Kitchenette,15 m²,1,,1,5 m²,Mazout,Double vitrage,Non,Non,,2,4 m,,Oui,,Oui,10 m²,,175 m²,,Oui,Oui,Non,304 kWh/m²/an,,,"oui, attestation conforme",,,Non,Information non communiquée,Information non communiquée,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,18 m²,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6870/saint-hubert/vbc91920,VBC91920,Maison à vendre,200000,Rue des Ardennes 24,6870 Saint-Hubert,Normal,Non,,,3,,,,,,Non,,Oui,Non,,,,2,,2,,Mazout,,Non,,Sud-ouest,4,,,,,Oui,,,331 m²,,,Oui,,234 kWh/m²/an,,,"oui, attestation non conforme",,,,Information non communiquée,Information non communiquée,Non,Non,Non,Non,Non,,20240826025711,,1,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6870/saint-hubert/vbc89151,VBC89151,Maison à vendre,190000,Rue Redouté 20 b,6870 Saint-Hubert,À rénover,Non,1850,A l’acte,3,20 m²,9 m²,21 m²,13 m²,142 m²,Non,38 m²,Oui,,Equipée,Américaine,11 m²,1,,2,5 m²,Mazout,Double vitrage,Non,Non,Sud,3,14 m,,Oui,,Oui,,,293 m²,14 m,Oui,Oui,Non,445 kWh/m²/an,,,,,,,Information non communiquée,Information non communiquée,Oui,,,,,,,,,Oui,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
