ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Bien_actuellement_loué,Année_de_construction,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_habitable,Meublé,Surface_du_séjour,Caves,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Garage,Nombre_de_Garages,Nombre_de_salles_de_bain,Nombre_de_douches,Nombre_de_toilettes,Type_de_chauffage,Ascenseur,Nombre_de_façades,Nombre_détages_de_limmeuble,Nombre_de_places_de_parking_extérieur,Jardin,Terrasse_aménagée,Surface_de_la_terrasse,Surface_totale_du_terrain,Surface_constructible,Raccordé_à_leau_courante,Conso_spécifique_dénergie_primaire,Référence_PEB,Attestation__Installation_électrique,Type_de_zone_inondable,Zone_inondable_délimitée,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Équipement_de_la_cuisine,Type_de_vitrage,Alarme_antieffraction,Feu_ouvert,Accessible_aux_moins_valides,Surface_du_jardin,Orientation_du_jardin,Orientation_de_la_terrasse,Raccordé_aux_égouts,Piscine_extérieure,Date_de_validité_PEB,Le_bien_fait_lobjet_dun_droit_de_préemption,Surface_chambre_à_coucher_5,Surface_du_bureau,Surface_salle_à_manger,Surface_de_la_cuisine,Parlophone,Largeur_de_la_façade,Profondeur_du_terrain,Largeur_du_terrain_à_rue,Citerne_à_eau_de_pluie,Conso_annuelle_totale_dénergie_primaire,Emission_de_CO2,Attestation__Installation_électrique__Validité,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Grenier,Chauffage_au_sol,Surface_du_grenier,Surface_du_garage,Surface_de_lades_salles_de_bain,Orientation_de_la_façade_du_bien,Raccordé_au_gaz_de_ville,Nombre_de_place_de_parking_intérieur,Station_de_charge_électrique,Panneaux_solaires,Air_conditionné,Surface_des_caves,Surface_du_dressing,Type_de_cuisine,Maison_basse_énergie,Panneaux_solaires_thermiques,Compteur_deau_individuel,Domotique,Porte_daccès_sécurisée,HammamSaunaJacuzzi,Attestation__Citernes_à_mazout,Attestation__Asbuilt,Étage_de_lappartement,Balcon,Surface_totale,Attestation__Citernes_à_mazout__Validité,Possibilités_pour_profession_libérale,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Espace_ouvert_sensible_à_leau__WORG,Pompe_à_chaleur,Adoucisseur_deau
https://immovlan.be/fr/detail/maison/a-vendre/1380/lasne/vbb83127,VBB83127,Maison à vendre,595000,,1380 Lasne,Remis à neuf,,1910,A l’acte,3,175 m²,Non,40 m²,Oui,,,,,,,,2,,2,,Non,4,2,2,Oui,Oui,30 m²,900 m²,,,214 kWh/m²/an,,"oui, attestation conforme",Information non communiquée,Information non communiquée,12 m²,13 m²,13 m²,,Super équipée,Double vitrage,,Oui,Oui,900 m²,Nord-ouest,Nord-ouest,,Non,,,,,,16 m²,,,,,,37893 kWh/an,26,,,,,,,,,Sud-est,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/fermette/a-vendre/1380/lasne/vbb67949,VBB67949,Fermette à vendre,675000,,1380 Lasne,À rénover,,1820,A l’acte,4,230 m²,Non,40 m²,,,,,,,Oui,1,3,,3,Mazout,,4,1,4,Oui,Oui,20 m²,1890 m²,,Oui,466 kWh/m²/an,,"oui, attestation non conforme",Information non communiquée,Information non communiquée,28 m²,20 m²,16 m²,13 m²,,,,,Non,1500 m²,Ouest,Ouest,Oui,Non,,,,,,14 m²,,,,,,116486 kWh/an,115,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1380/lasne/vbb20475,VBB20475,Maison à vendre,1150000,,1380 Lasne,À rénover,Non,1976,A l’acte,5,275 m²,Non,60 m²,Oui,,Oui,,,,Oui,,4,3,5,Mazout,Non,4,2,4,Oui,Oui,,2646 m²,,,251 kWh/m²/an,,"non, pas d'attestation",Pas de risque d’inondation,Information non communiquée,42 m²,23 m²,14 m²,13 m²,Super équipée,Double vitrage,Oui,,Non,2646 m²,,,Oui,Non,23/02/2034,,10 m²,,21 m²,16 m²,,,,,,108469 kWh/an,62,,,,Oui,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1401/baulers/vbc62714,VBC62714,Villa à vendre,270000,Avenue Trigodet 7,1401 Baulers,,,1953,A l’acte,3,,,,,,,,,,Oui,,1,,2,Gaz,,4,,,Oui,Oui,,984 m²,,,528 kWh/m²/an,20250328017793,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,Oui,,,,,,,,,,,,,78592 kWh/an,,,,,Oui,,,,,Sud,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1401/baulers/vbb25758,VBB25758,Villa à vendre,550000,Rue de Dinant 54,1401 Baulers,À rénover,,,,3,153 m²,Non,44 m²,,,,,,,Oui,2,1,1,2,Mazout,Non,4,,1,Oui,Oui,10 m²,5106 m²,,Oui,534 kWh/m²/an,20240515014469,"oui, attestation non conforme",Information non communiquée,Information non communiquée,,,,,Semi-équipée,,,,,4495 m²,,,,,15/05/2034,,,,,,,,,,,112464 kWh/an,134,,,,,,,,,Sud,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1421/ophain-bois-seigneur-isaac/vbc89820,VBC89820,Villa à vendre,645000,,1421 Ophain-Bois-Seigneur-Isaac,Normal,,1982,A l’acte,4,264 m²,Non,51 m²,Oui,,,,,,Oui,1,2,1,3,,Non,4,,2,Oui,Oui,40 m²,1026 m²,,Oui,371 kWh/m²/an,,,Pas de risque d’inondation,Information non communiquée,22 m²,18 m²,15 m²,12 m²,Super équipée,Double vitrage,Oui,,Non,700 m²,,Nord-ouest,Oui,Oui,26/03/2025,,14 m²,,,17 m²,,,,,Oui,93387 kWh/an,81,,Oui,Oui,Oui,,,,,,,2,,Oui,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1421/ophain-bois-seigneur-isaac/vbc89245,VBC89245,Maison à vendre,485000,Rue de Lillois 3,1421 Ophain-Bois-Seigneur-Isaac,,Non,1997,A l’acte,3,160 m²,Non,37 m²,Non,Non,Non,Non,Non,Non,Oui,1,2,,3,Gaz,Non,3,,2,Oui,,,737 m²,153 m²,Oui,248 kWh/m²/an,20250611016719,"oui, attestation non conforme",Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,11/06/2035,,,,,,,14 m,36 m,,,,46,,,,Non,,,,,Nord-est,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1421/ophain-bois-seigneur-isaac/vwd11004,VWD11004,Villa à vendre,879000,Rue du Try 57,1421 Ophain-Bois-Seigneur-Isaac,Excellent,,1993,A l’acte,4,250 m²,,,Oui,,,,Oui,,Oui,,2,,,Gaz,,4,,4,Oui,Oui,,,,Oui,242 kWh/m²/an,20240722017729,,Pas de risque d’inondation,Information non communiquée,12 m²,15 m²,11 m²,25 m²,Equipée,Double vitrage,Oui,Oui,,,,,,,22/07/2034,,,,,9 m²,,,,,,,,,,,Oui,,,,,,Oui,2,,,,,,Indépendante,,,,,,,,,,,400 m²,,Oui,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1421/ophain-bois-seigneur-isaac/vbc86780,VBC86780,Villa à vendre,915000,,1421 Ophain-Bois-Seigneur-Isaac,À rénover,,,,3,1127 m²,,,Oui,,Oui,,,,Oui,1,1,,7,Mazout,,4,3,1,Oui,Oui,,19101 m²,,Oui,510 kWh/m²/an,,,Information non communiquée,Information non communiquée,31 m²,20 m²,28 m²,,,Double vitrage,Oui,,,,,,Oui,,,,,,28 m²,11 m²,,68 m,211 m,68 m,,124 kWh/an,,,,,Oui,,,,,Nord-ouest,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1421/ophain-bois-seigneur-isaac/vbc77478,VBC77478,Villa à vendre,2950000,,1421 Ophain-Bois-Seigneur-Isaac,Excellent,Non,1990,A l’acte,4,493 m²,,100 m²,Oui,,Oui,,,,Oui,4,4,1,5,Mazout,Non,4,1,4,Oui,Oui,150 m²,5668 m²,,,154 kWh/m²/an,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,45 m²,35 m²,20 m²,15 m²,Super équipée,Double vitrage,Oui,,Non,4500 m²,,Sud,,Oui,28/01/2035,,,23 m²,30 m²,18 m²,,28 m,,28 m,,135338 kWh/an,38,,,,Oui,,,,,,,1,,,Oui,,,,,,,,,,"oui, attestation conforme",,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1421/ophain-bois-seigneur-isaac/vbc73044,VBC73044,Villa à vendre,1890000,,1421 Ophain-Bois-Seigneur-Isaac,,,,,6,501 m²,,,,,,,,,Oui,3,,6,,Mazout,,4,,7,Oui,Oui,,7069 m²,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,Sud,,3,,Oui,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1428/lillois-witterzee/vbc45850,VBC45850,Maison à vendre,295000,,1428 Lillois-Witterzée,Normal,,,A l’acte,1,215 m²,,34 m²,,,,,,,,,2,1,3,Gaz,,2,1,,,Oui,20 m²,200 m²,,Oui,175 kWh/m²/an,,"oui, attestation conforme",Information non communiquée,Information non communiquée,9 m²,,,,Super équipée,Double vitrage,Oui,,,,,Ouest,Oui,,06/03/2035,Non,,,,,,12 m,,,,,,12/04/2019,,,,,,,,Est,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1428/lillois-witterzee/vbc28190,VBC28190,Maison à vendre,345000,,1428 Lillois-Witterzée,Normal,,,A l’acte,3,145 m²,,40 m²,Oui,,,,,,,,2,,3,Gaz,Non,3,2,,Oui,Oui,9 m²,107 m²,,Oui,262 kWh/m²/an,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,16 m²,13 m²,13 m²,,Equipée,Double vitrage,,,Oui,,,,Oui,Non,26/01/2035,,,,,11 m²,,8 m,22 m,8 m,,37792 kWh/an,48,,,,,,,,6 m²,Sud-est,Oui,,,,,16 m²,,Américaine,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1428/lillois-witterzee/vbc43671,VBC43671,Maison à vendre,418000,Grand Route 439,1428 Lillois-Witterzée,Nouveau,,2025,A partir du : 15/12/2025,4,240 m²,Non,40 m²,,,,,,,,,1,1,2,Gaz,Non,3,3,2,Oui,Non,,350 m²,100 m²,Oui,80 kWh/m²/an,,"oui, attestation conforme",Information non communiquée,Information non communiquée,,,,,Super équipée,,,,,185 m²,,,,,,Non,,,,,,,,,,,,,Oui,Oui,Oui,,,,,Sud-est,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1428/lillois-witterzee/vbc24485,VBC24485,Maison à vendre,939540,Rue du Vert Coucou,1428 Lillois-Witterzée,,,,,4,,Non,,,,,,,,Oui,1,1,1,2,Non specifié,Non,4,,,Non,Non,,1545 m²,,,,,pas d'application,Information non communiquée,Information non communiquée,,,,,Semi-équipée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sud-ouest,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1428/lillois-witterzee/vbc19912,VBC19912,Villa à vendre,595000,,1428 Lillois-Witterzée,À rénover,Non,1971,A l’acte,4,220 m²,Non,45 m²,Oui,,Oui,,,,Oui,2,2,,2,Gaz,Non,4,1,,Oui,Oui,,779 m²,,Oui,232 kWh/m²/an,,"oui, attestation non conforme",Information non communiquée,Information non communiquée,15 m²,11 m²,11 m²,11 m²,,Double vitrage,Oui,Oui,Non,,Sud-est,,Oui,Non,07/12/2034,,,,11 m²,11 m²,,,,,Oui,58102 kWh/an,41,,,,Oui,,,,,Nord-ouest,Oui,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/fermette/a-vendre/1428/lillois-witterzee/vbb91561,VBB91561,Fermette à vendre,309000,Rue du Cours d'Eau 50,1428 Lillois-Witterzée,À rénover,,,,3,136 m²,Non,36 m²,,,,,,,Oui,1,,1,2,Mazout,Non,3,,,Oui,Oui,16 m²,279 m²,,Oui,506 kWh/m²/an,,pas d'application,Information non communiquée,Information non communiquée,,,,,Semi-équipée,,,,,150 m²,,,,,20/09/2034,,,,,,,,,,,68813 kWh/an,125,,,,Oui,,,,,Sud,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1428/lillois-witterzee/vwd09522,VWD09522,Villa à vendre,2150000,,1428 Lillois-Witterzée,Excellent,Non,1975,A partir du : 01/12/2025,5,535 m²,,,Oui,,,,Oui,,Oui,,6,,,Mazout,,4,,3,Oui,Oui,,5000 m²,,Oui,153 kWh/m²/an,20240429014583,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,,,,,Super équipée,Double vitrage,Oui,Oui,,,,,,,,,,,,,,,,,,,38,,,,Oui,Oui,,,,,,15,,,,,,,,,,,,,,,,,970 m²,,Oui,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1428/lillois-witterzee/vbb00353,VBB00353,Maison à vendre,399000,Rue du Cours d'Eau 46,1428 Lillois-Witterzée,,,,,3,140 m²,Non,45 m²,,,,,,,Oui,1,2,,2,,Non,,,,Oui,Oui,35 m²,304 m²,,,355 kWh/m²/an,20240328026950,pas d'application,Information non communiquée,Information non communiquée,,,,,Non équipée,,,,,,,,,,28/03/2034,,,,,,,,,,,61098 kWh/an,89,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1430/quenast/vbc67530,VBC67530,Maison à vendre,795000,,1430 Quenast,À rénover,,,A l’acte,8,420 m²,Non,,,,,,,,,,2,1,2,,Non,4,2,,Oui,Oui,,3500 m²,,,690 kWh/m²/an,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,,,,,Super équipée,,,,Non,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1430/quenast/vbc83124,VBC83124,Maison à vendre,250000,,1430 Quenast,Normal,Non,1959,,3,120 m²,Non,25 m²,Non,Non,Non,Non,Non,Non,,,1,,1,Electrique,Non,2,1,,Oui,Oui,8 m²,313 m²,,,735 kWh/m²/an,20250429001365,"oui, attestation non conforme",Information non communiquée,Information non communiquée,,,,,Semi-équipée,,,,,50 m²,,,,,29/04/2035,,,,,,,,,,,,,,,,Oui,,,,,Est,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1430/quenast/vbc76081,VBC76081,Maison à vendre,260000,,1430 Quenast,À rénover,,,A l’acte,4,305 m²,,,Oui,,,,,,,,2,,,Gaz,,2,,,Oui,Oui,11 m²,390 m²,,,493 kWh/m²/an,,,Information non communiquée,Information non communiquée,,,,,,Double vitrage,,,,90 m²,,,,,05/06/2028,,,,,,,14 m,,14 m,,140658 kWh/an,,,,,Oui,,,,,Ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1430/rebecq/vbc91190,VBC91190,Maison à vendre,225000,,1430 Rebecq,À rénover,Non,1918,A l’acte,2,97 m²,Non,19 m²,,,,,,,,,1,1,2,Gaz,Non,2,3,,Oui,Oui,,119 m²,,Oui,150 kWh/m²/an,,"non, pas d'attestation",Pas de risque d’inondation,Inondable délimitée,8 m²,21 m²,,,,Double vitrage,,,Non,108 m²,Sud-ouest,Sud-ouest,Oui,Non,25/03/2034,Non,,,,9 m²,,5 m,,5 m,,14605 kWh/an,2747,,Non,Non,Oui,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,Non,,
https://immovlan.be/fr/detail/maison/a-vendre/1430/rebecq/vbc89175,VBC89175,Maison à vendre,288000,Chemin Millecamps 20,1430 Rebecq,Normal,,,A l’acte,3,125 m²,,165 m²,Oui,,Oui,,,,Oui,1,1,,1,Mazout,Non,3,2,4,Oui,,,371 m²,,Oui,145 kWh/m²/an,,"oui, attestation non conforme",Information non communiquée,Information non communiquée,20 m²,16 m²,15 m²,,Semi-équipée,Double vitrage,,,Non,240 m²,,,Non,Non,,Oui,,,20 m²,15 m²,,,,,,29613 kWh/an,,,,,Oui,,,,,,,,,,,,,Kitchenette,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/loft/a-vendre/1430/rebecq/vwd11818,VWD11818,Loft à vendre,330000,Grand place,1430 Rebecq,Remis à neuf,,,,2,125 m²,,,,,,,,,,,1,,,Gaz,,2,,,,Oui,4 m²,,,,,,pas d'application,Information non communiquée,Information non communiquée,,,,,,Double vitrage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,Non,,,,Non,,,,,,pas d'application,,,,,,,,,,,,Non,
https://immovlan.be/fr/detail/fermette/a-vendre/1430/rebecq/vbc81704,VBC81704,Fermette à vendre,300000,,1430 Rebecq,À rénover,Oui,1750,,5,273 m²,Non,58 m²,Oui,,,,,,Oui,,2,2,4,Mazout,Non,2,3,6,Oui,Oui,60 m²,1022 m²,,Oui,749 kWh/m²/an,,"non, pas d'attestation",Risque élevé,Inondable délimitée,24 m²,16 m²,22 m²,20 m²,,Double vitrage,,,Non,800 m²,,,Oui,Non,07/03/2025,,22 m²,,,39 m²,,,,,,130862 kWh/an,185,,Non,,Oui,,,,,Est,,,,,,,,Indépendante,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1430/rebecq/vbc79231,VBC79231,Maison à vendre,315000,,1430 Rebecq,À rénover,,,,4,200 m²,Non,24 m²,,,Oui,,,,,,2,2,2,Mazout,Non,3,,,Oui,Oui,120 m²,500 m²,,,421 kWh/m²/an,,"non, pas d'attestation",Pas de risque d’inondation,Information non communiquée,24 m²,20 m²,30 m²,,Equipée,,,,,400 m²,,,,,,,,,20 m²,12 m²,,,,,,79256 kWh/an,,,,,Oui,,,,,,,,,,,,,Américaine,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1430/rebecq/vbc75848,VBC75848,Maison à vendre,444235,,1430 Rebecq,Nouveau,,,,3,185 m²,,,,,,,,,Oui,1,2,,2,,,4,,,Oui,,,720 m²,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,9 m,,9 m,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1430/bierghes/vbc75001,VBC75001,Villa à vendre,695000,,1430 Bierghes,,Non,,,5,260 m²,,93 m²,Non,Non,Non,Non,Non,Non,Oui,2,1,2,,Non specifié,,4,,2,Oui,Oui,50 m²,3096 m²,,,304 kWh/m²/an,2024024020337,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,125345 kWh/an,,,,,Non,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1430/bierghes/vbc72701,VBC72701,Villa à vendre,594000,,1430 Bierghes,Excellent,Non,1995,,4,250 m²,Non,40 m²,,,,,,,Oui,2,2,2,2,Air pulsé,Non,4,2,4,Oui,Oui,36 m²,2387 m²,,Oui,150 kWh/m²/an,,"non, pas d'attestation",Pas de risque d’inondation,Information non communiquée,19 m²,25 m²,25 m²,34 m²,Super équipée,Double vitrage,,,,,,,Oui,Non,05/10/2034,Oui,,,,17 m²,,,,,Oui,40817 kWh/an,39,,Non,Oui,Oui,,,,,Est,,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,Oui,
https://immovlan.be/fr/detail/appartement/a-vendre/1430/rebecq/vbc72502,VBC72502,Appartement à vendre,239000,,1430 Rebecq,En cours de construction,Non,2024,,2,100 m²,Non,37 m²,Oui,,Oui,,,,Oui,1,1,1,1,Gaz,Non,2,3,1,,Oui,15 m²,,,Oui,,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,14 m²,12 m²,,,,Double vitrage,,,Non,,,Est,Oui,Non,,Non,,,,,Oui,,,,,,,,Non,Non,,,,,,,Oui,1,,,,4 m²,,,,,,,,,,,1,Oui,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/1430/rebecq/vbc72501,VBC72501,Duplex à vendre,234000,,1430 Rebecq,En cours de construction,Non,2024,,1,100 m²,Non,43 m²,Oui,,Oui,,,,Oui,1,1,1,1,Gaz,Non,2,3,1,,Oui,20 m²,,,Oui,,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,14 m²,,,,,Double vitrage,,,Non,,,Sud-est,Oui,Non,,Non,,,,,Oui,,,,,,,,Non,Non,,,,,,,Oui,1,,,,4 m²,,,,,,,,,,,1,Oui,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1430/rebecq/vbc72500,VBC72500,Appartement à vendre,259000,,1430 Rebecq,En cours de construction,Non,2024,,2,109 m²,Non,37 m²,Oui,,Oui,,,,Oui,1,1,1,1,Gaz,Non,2,3,1,,Oui,15 m²,,,Oui,,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,14 m²,12 m²,,,,Double vitrage,,,Non,,,Est,Oui,Non,,Non,,,,,Oui,,,,,,,,Non,Non,,,,,,,Oui,1,,,,4 m²,,,,,,,,,,,1,Oui,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1430/rebecq/vbc72499,VBC72499,Appartement à vendre,299000,,1430 Rebecq,Nouveau,,2024,,3,132 m²,Non,41 m²,Oui,,Oui,,,,Oui,1,2,1,2,Gaz,Non,2,3,1,,Oui,20 m²,,,Oui,,,,Pas de risque d’inondation,Information non communiquée,14 m²,11 m²,12 m²,,,Double vitrage,,,Non,,,Sud-ouest,Oui,Non,,,,,,,Oui,,,,,,,,,,,,,,,,Oui,1,,,,6 m²,,,,,,,,,,,0,Oui,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1430/rebecq/vbc72498,VBC72498,Appartement à vendre,229500,,1430 Rebecq,Nouveau,,2024,,2,91 m²,Non,33 m²,Oui,,Oui,,,,Oui,1,1,,1,Gaz,Non,2,3,1,,Oui,19 m²,,,Oui,,,,Pas de risque d’inondation,Information non communiquée,12 m²,10 m²,,,,Double vitrage,,,Oui,,,Ouest,Oui,Non,,,,,,,Oui,,,,,,,,,,,,,,,,Oui,1,,,,3 m²,,,,,,,,,,,0,Oui,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1430/rebecq/vbc64887,VBC64887,Maison à vendre,545000,Rue du Radoux 75,1430 Rebecq,Excellent,Non,1975,A l’acte,4,230 m²,Non,35 m²,,Oui,,,,,Oui,2,1,1,2,Air pulsé,Non,4,,8,Oui,Oui,30 m²,1250 m²,,Oui,150 kWh/m²/an,,"oui, attestation conforme",Information non communiquée,Information non communiquée,20 m²,14 m²,12 m²,16 m²,Super équipée,Double vitrage,Oui,,Non,700 m²,Sud-ouest,Sud-ouest,Oui,Non,16/04/2035,Non,,,,21 m²,,15 m,,15 m,,34590 kWh/an,39,,,,Oui,,,,12 m²,,,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,Oui,
https://immovlan.be/fr/detail/maison/a-vendre/1430/rebecq/vbc61177,VBC61177,Maison à vendre,325000,,1430 Rebecq,Normal,,1960,,4,150 m²,Non,35 m²,Oui,,,,,,Oui,3,1,1,2,Mazout,Non,3,,2,Oui,Oui,50 m²,670 m²,,,379 kWh/m²/an,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,20 m²,9 m²,9 m²,6 m²,Equipée,Double vitrage,,,,550 m²,,,,,,,,,,15 m²,,,,,,59385 kWh/an,,,,,Oui,,,,,,,3,,,,,,Américaine,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1430/bierghes/vbc39988,VBC39988,Maison à vendre,985000,,1430 Bierghes,Excellent,,1985,A l’acte,6,500 m²,Non,45 m²,Oui,,,,,,Oui,1,4,1,4,Mazout,Non,4,,6,Oui,Oui,30 m²,8179 m²,,Oui,221 kWh/m²/an,,,Information non communiquée,Information non communiquée,12 m²,12 m²,19 m²,25 m²,Super équipée,Double vitrage,Oui,Oui,,,Sud,Sud,Non,Oui,,,26 m²,,,15 m²,Oui,,,,,115925 kWh/an,55,,,,Oui,,,,5 m²,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1430/rebecq/vbc41175,VBC41175,Maison à vendre,190000,,1430 Rebecq,Normal,,,A l’acte,3,110 m²,Non,,Oui,,,,,,,,1,1,1,Mazout,Non,2,1,,Oui,Oui,,212 m²,,,365 kWh/m²/an,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,9 m²,20 m²,15 m²,,Equipée,Double vitrage,,,Oui,153 m²,,,Oui,Non,,,,,,,,,,,,39484 kWh/an,,,,,Oui,,,,,,,,,,,,,Américaine,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/fermette/a-vendre/1430/rebecq/vbc40007,VBC40007,Fermette à vendre,590000,Chemin du Bois des Aulnes 4,1430 Rebecq,Excellent,,1800,,1,300 m²,,40 m²,,,,,,,,,2,,3,Gaz,,4,,,Oui,Oui,,1315 m²,,,165 kWh/m²/an,,,Information non communiquée,Information non communiquée,10 m²,53 m²,25 m²,,Equipée,,,,,,,,,,,,,,,15 m²,,,,,,56224 kWh/an,34,,,,,,,,,,,,,Oui,,,,Américaine,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1430/rebecq/vbc28464,VBC28464,Appartement à vendre,199000,,1430 Rebecq,Excellent,,1800,,2,90 m²,Non,,,,,,,,,,1,1,1,Air pulsé,Non,3,1,,,,,,,,,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,14 m²,9 m²,,,Equipée,,,,Non,,,,Oui,Non,08/12/2034,,,,,,,,,,,32316 kWh/an,,,,,,,,,,,,,,,,,,Américaine,,,,,,,,,,,,,,,,,,,Oui,
