ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Bien_actuellement_loué,Année_de_construction,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_habitable,Meublé,Surface_du_séjour,Caves,Grenier,Garage,Nombre_de_Garages,Nombre_de_place_de_parking_intérieur,Équipement_de_la_cuisine,Type_de_cuisine,Surface_de_la_cuisine,Nombre_de_salles_de_bain,Nombre_de_douches,Nombre_de_toilettes,Type_de_chauffage,Type_de_vitrage,Accessible_aux_moins_valides,Orientation_de_la_façade_du_bien,Nombre_de_façades,Nombre_détages_de_limmeuble,Nombre_de_places_de_parking_extérieur,Jardin,Terrasse_aménagée,Surface_totale_du_terrain,Raccordé_à_leau_courante,Conso_spécifique_dénergie_primaire,Conso_annuelle_totale_dénergie_primaire,Date_de_validité_PEB,Emission_de_CO2,Attestation__Installation_électrique,Attestation__Installation_électrique__Validité,Attestation__Citernes_à_mazout__Validité,Le_bien_fait_lobjet_dun_droit_de_préemption,Type_de_zone_inondable,Zone_inondable_délimitée,Étage_de_lappartement,Surface_de_la_terrasse,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Panneaux_solaires,Ascenseur,Surface_du_jardin,Raccordé_au_gaz_de_ville,Piscine_extérieure,Référence_PEB,Surface_salle_à_manger,Surface_du_dressing,Alarme_antieffraction,Raccordé_aux_égouts,Citerne_à_eau_de_pluie,Porte_de_garage_motorisée,Clef_électronique,Surface_de_lades_salles_de_bain,Panneaux_solaires_thermiques,Chauffage_au_sol,Air_conditionné,Domotique,HammamSaunaJacuzzi,Feu_ouvert,Surface_constructible,Balcon,Attestation__Asbuilt,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Parlophone,Orientation_de_la_terrasse,Largeur_de_la_façade,Profondeur_du_terrain,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Surface_du_garage,Largeur_du_terrain_à_rue,Surface_des_caves,Orientation_du_jardin,Surface_du_grenier,Surface_chambre_à_coucher_5,Maison_basse_énergie,Compteur_Bihoraire,Pompe_à_chaleur,Station_de_charge_électrique,Surface_du_bureau,Adoucisseur_deau,Porte_daccès_sécurisée,Espace_ouvert_sensible_à_leau__WORG,Attestation__Citernes_à_mazout,Surface_de_la_véranda,Affectation_urbanistique_la_plus_récente,Niveau_E,Niveau_K,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Possibilités_pour_profession_libérale,Surface_totale,Compteur_électrique_individuel,Compteur_deau_individuel,Compteur_de_gaz_individuel,Adaptations_pour_les_seniors,Appartement_de_service,Niveau_S,Citation_pour_infraction_urbanistique
https://immovlan.be/fr/detail/appartement/a-vendre/5590/ciney/vbc72333,VBC72333,Appartement à vendre,199000,,5590 Ciney,Excellent,Oui,,,1,12 m²,,,,84 m²,,14 m²,,,Oui,1,,Equipée,Américaine,4 m²,1,,1,Gaz,Double vitrage,Oui,,2,2,,Oui,Oui,,Oui,226 kWh/m²/an,22535 kWh/an,16/03/2031,57,,,,,Pas de risque d’inondation,Information non communiquée,0,,,Oui,,,,,Non,62 m²,Oui,,,18 m²,,,Oui,,,,5 m²,,,,,,,,,,,Oui,Nord-ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/5590/ciney/vbc69158,VBC69158,Immeuble mixte à vendre,275000,,5590 Ciney,Excellent,Non,,A l’acte,3,15 m²,12 m²,9 m²,,100 m²,,20 m²,,Oui,Oui,1,,Equipée,Américaine,28 m²,1,,2,Mazout,,Non,,2,2,10,Oui,Oui,699 m²,Oui,198 kWh/m²/an,25500 kWh/an,,49,,,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,Non,,,Non,,,,,Oui,,,,6 m²,,,,,,,,,,,,,,,,,195 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/5590/ciney/vbc69154,VBC69154,Appartement à vendre,239000,Rue Courtejoie 13 /2,5590 Ciney,Normal,Non,,Immédiatement,4,13 m²,7 m²,12 m²,13 m²,117 m²,Non,39 m²,,,,,,Equipée,Américaine,,1,1,1,,Double vitrage,Oui,Sud-ouest,2,5,,,Oui,,Oui,288 kWh/m²/an,37868 kWh/an,02/09/2031,82,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,1,5 m²,,,,,,,Oui,,,Non,,,,,Oui,,,,5 m²,,,,,,,,,,,,Sud-ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/5590/ciney/vbc68659,VBC68659,Appartement à vendre,315000,Clos du Cheval Blanc 2 01,5590 Ciney,Normal,Non,2009,,3,,,,,115 m²,Non,,Non,Non,Oui,1,,Semi-équipée,,,1,,2,Gaz,,,,4,,,,Oui,,Oui,104 kWh/m²/an,,18/04/2035,104,"oui, attestation conforme",,,,Information non communiquée,Information non communiquée,,30 m²,Non,Non,Non,Non,Non,,Oui,,Oui,,20250418001963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5590/achene/vbc68409,VBC68409,Maison à vendre,399000,,5590 Achêne,Excellent,Non,1964,A l’acte,3,15 m²,12 m²,15 m²,,149 m²,,42 m²,Oui,,Oui,1,,Equipée,Américaine,21 m²,1,1,2,Mazout,Double vitrage,Non,,4,1,4,Oui,Oui,1944 m²,Oui,356 kWh/m²/an,65443 kWh/an,25/04/2035,88,"oui, attestation conforme",,,Non,Pas de risque d’inondation,Information non communiquée,,42 m²,,,,,,,Non,1762 m²,,Non,,,,Oui,Non,,,,,,,,,,Oui,,,,,,,7 m,80 m,Oui,,,7 m,14 m²,Sud-ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5590/ciney/vbc67475,VBC67475,Maison à vendre,322500,,5590 Ciney,Nouveau,,2024,,3,11 m²,17 m²,8 m²,,135 m²,Non,11 m²,,,Oui,,,Equipée,Américaine,15 m²,2,,1,,Double vitrage,Non,Sud-ouest,2,3,,Oui,Oui,162 m²,Oui,,,,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,,,,Oui,,,,,Non,162 m²,Oui,Non,,10 m²,,,Oui,,,,5 m²,,Oui,,,,,,,,,Oui,Nord-est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/5590/ciney/vbc66904,VBC66904,Duplex à vendre en viager,140000,Chemin de Crahiat 46,5590 Ciney,Normal,Non,,Immédiatement,1,18 m²,,,,50 m²,Non,32 m²,Non,Non,,,,Equipée,,10 m²,1,,1,,Double vitrage,Non,,,,1,Oui,,,Oui,156 kWh/m²/an,,,,"oui, attestation conforme",,,Non,Pas de risque d’inondation,Information non communiquée,3,,Non,Non,Non,Non,Non,,Non,140 m²,Oui,Non,20250418008191,,,Non,,,Non,Non,5 m²,Non,Non,Non,Non,Non,Non,50 m²,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/5590/ciney/vbc65198,VBC65198,Duplex à vendre,165000,Chemin de Crahiat 46 2,5590 Ciney,Normal,Non,,Immédiatement,2,16 m²,11 m²,,,58 m²,Non,22 m²,Non,Non,Oui,,1,Equipée,,8 m²,1,,1,,Double vitrage,Non,,,,1,Oui,,,Oui,179 kWh/m²/an,,,,"oui, attestation conforme",,,Non,Information non communiquée,Information non communiquée,3,,Non,Non,Non,Non,Non,,Non,140 m²,Oui,Non,20230519008892,,,Non,,,Non,Non,5 m²,Non,Non,Non,Non,Non,Non,58 m²,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/triplex/a-vendre/5590/ciney/vbc64724,VBC64724,Triplex à vendre,322500,,5590 Ciney,Nouveau,,2024,,3,11 m²,17 m²,8 m²,,135 m²,Non,11 m²,,,Oui,,,Equipée,Américaine,15 m²,2,,1,,Double vitrage,Non,Sud-ouest,2,3,,Oui,Oui,,Oui,,,,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,,,,Oui,,,,,Non,162 m²,Oui,Non,,10 m²,,,Oui,,,,5 m²,,Oui,,,,,,,,,Oui,Nord-est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5590/ciney/vbc63889,VBC63889,Maison à vendre,295000,,5590 Ciney,À rénover,Non,1969,A l’acte,3,14 m²,12 m²,11 m²,,153 m²,,28 m²,Oui,Oui,Oui,1,,Equipée,Américaine,16 m²,1,,2,Mazout,,Non,Est,4,1,2,Oui,Oui,585 m²,Oui,376 kWh/m²/an,57465 kWh/an,03/07/2035,93,"oui, attestation non conforme",,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,Non,,,,,,,,Oui,,,,6 m²,,,,,,,,,,,,Sud,,,,,27 m²,,33 m²,Sud,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5590/ciney/vbc62816,VBC62816,Maison à vendre,299000,Rue de Biron 53,5590 Ciney,À rénover,,1950,A l’acte,3,20 m²,15 m²,10 m²,,150 m²,,30 m²,Oui,Oui,Oui,1,,Equipée,Américaine,9 m²,1,,2,Mazout,Double vitrage,Non,Est,3,2,2,Oui,Oui,740 m²,Oui,332 kWh/m²/an,72340 kWh/an,,82,"non, pas d'attestation",,,,Pas de risque d’inondation,Information non communiquée,,,,Oui,Oui,,,,Non,,,Non,,16 m²,13 m²,,Oui,,,,6 m²,,,,,,,,,,,,Sud-ouest,,,,,20 m²,,30 m²,Sud-ouest,30 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/5590/ciney/vbc62749,VBC62749,Appartement à vendre,125000,,5590 Ciney,À rénover,Non,,A l’acte,1,14 m²,,,,58 m²,,21 m²,,,,,,,,6 m²,1,,1,,,Non,,2,5,,,Oui,,Oui,267 kWh/m²/an,15442 kWh/an,29/03/2035,69,,,,,Pas de risque d’inondation,Information non communiquée,4,,,,,Oui,,,Oui,,,Non,,,,,Oui,,,,9 m²,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/5590/ciney/vbc62748,VBC62748,Immeuble mixte à vendre,299000,,5590 Ciney,Normal,,1935,A l’acte,2,13 m²,16 m²,,,237 m²,Non,46 m²,Oui,Oui,,,,Equipée,Américaine,13 m²,1,,2,Gaz,Double vitrage,Non,Nord-est,2,2,,,Oui,107 m²,Oui,290 kWh/m²/an,68796 kWh/an,16/09/2034,56,"oui, attestation non conforme",,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,Non,,Oui,Non,,,,Oui,Oui,,,,7 m²,,,,,,,,,,,,Sud-est,6 m,,,,,6 m,33 m²,,45 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5590/ciney/vbc60824,VBC60824,Maison à vendre,280000,Rue du Centre 58,5590 Ciney,Normal,Non,,Immédiatement,2,11 m²,13 m²,,,297 m²,Non,48 m²,Oui,Oui,,,,Equipée,,15 m²,1,,2,,Double vitrage,Non,,,,,,Oui,,Oui,144 kWh/m²/an,19040 kWh/an,,,"oui, attestation non conforme",,,Non,Pas de risque d’inondation,Information non communiquée,,67 m²,,,,,,Non,Non,,Non,,20240809009278,,,Oui,,,Non,Non,,,Non,Non,Non,Non,Non,184 m²,Non,Non,Non,,,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/5590/ciney/vbc60786,VBC60786,Appartement à vendre,110000,Rue Concorde 46,5590 Ciney,,,,A convenir,1,,,,,,,,,,,,,Equipée,,,1,,,Gaz,Double vitrage,,,,,,,,,,251 kWh/m²/an,12894 kWh/an,,,"oui, attestation non conforme",,,Non,Information non communiquée,Information non communiquée,,,,,,,,,,,,,20250311022845,,,,,,,,,Non,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5590/ciney/vbc58001,VBC58001,Maison à vendre,380000,Rue Saint-Gilles 29,5590 Ciney,Normal,Non,,Immédiatement,4,16 m²,13 m²,21 m²,19 m²,156 m²,Non,50 m²,,,Oui,,1,Equipée,,10 m²,1,,2,,Double vitrage,Non,,,,1,Oui,Oui,,Oui,436 kWh/m²/an,74164 kWh/an,,,"oui, attestation non conforme",,,Non,Pas de risque d’inondation,Information non communiquée,,65 m²,,,,,,Non,Non,945 m²,Oui,,20250328020537,,,Oui,,,Non,Non,,,Non,Non,Non,Non,Non,945 m²,Non,Non,Non,,,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5590/ciney/vbc48398,VBC48398,Maison à vendre,305000,Rue des Sorbiers 9,5590 Ciney,,,,A l’acte,4,,,,,,,,Oui,Oui,Oui,,,,,,2,,,,Double vitrage,,,4,,,Oui,,,,469 kWh/m²/an,86911 kWh/an,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,20250310009371,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5590/ciney/vbc47810,VBC47810,Maison à vendre,350000,,5590 Ciney,À rénover,,1964,A l’acte,6,19 m²,21 m²,11 m²,25 m²,270 m²,,36 m²,Oui,Oui,Oui,1,,Equipée,Américaine,15 m²,2,,2,Mazout,Double vitrage,Non,,4,1,4,Oui,Oui,1080 m²,Oui,289 kWh/m²/an,121925 kWh/an,05/11/2034,72,"oui, attestation non conforme",,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,Non,,,Non,,,,,Oui,,,,7 m²,,,,,,,,,,,,,,,,,24 m²,,21 m²,Sud-ouest,,13 m²,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5590/ciney/vbc45805,VBC45805,Maison à vendre,265000,Rue d'Omalius 130,5590 Ciney,Normal,,1930,,2,30 m²,13 m²,,,130 m²,Non,20 m²,,,,,,,,15 m²,1,1,1,Gaz,Double vitrage,Non,,4,2,,Oui,Oui,597 m²,,242 kWh/m²/an,35799 kWh/an,08/03/2035,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,,,,Oui,,,,,Non,597 m²,,Non,,15 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/5590/ciney/vbc45054,VBC45054,Appartement à vendre,283983,Rue des Stations 21 2.4,5590 Ciney,Normal,,2021,,3,,,,,93 m²,,,Non,Non,,,,,,,1,,,Non specifié,,Non,Nord-ouest,,,,,Oui,,,,,27/05/2031,,"non, pas d'attestation",,,,Pas de risque d’inondation,Information non communiquée,2,10 m²,Non,,,,,,Non,,,,20210527503719,,,,,,,,4 m²,,,,,,,,,,Non,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5590/ciney/vbc44336,VBC44336,Maison à vendre,336601,,5590 Ciney,Nouveau,,,,3,,,,,167 m²,,,,,,,,,,,1,,2,,,,,4,,,,,1100 m²,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,7 m,,,,,7 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5590/ciney/vbc44335,VBC44335,Maison à vendre,335965,,5590 Ciney,Nouveau,,,,3,,,,,132 m²,,,,,,,,,,,1,,2,,,,,4,,,Oui,,1100 m²,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,7 m,,,,,7 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/5590/ciney/vbc43887,VBC43887,Duplex à vendre,150000,Rue du Commerce 18,5590 Ciney,,,,A l’acte,2,,,,,,,,Oui,Oui,,,,Equipée,,,1,,1,Electrique,Double vitrage,,,,,,,,,,603 kWh/m²/an,61991 kWh/an,,,,,,Non,Information non communiquée,Information non communiquée,2,,,,,,,,,,,,20211202004785,,,,,,,,,Non,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/5590/ciney/vbc43886,VBC43886,Appartement à vendre,165000,Rue du Commerce 18,5590 Ciney,,Non,,A l’acte,1,,,,,,,,Non,Non,,,,Equipée,,,,2,2,Electrique,Double vitrage,,,,,,,,,,353 kWh/m²/an,,,,,,,Non,Information non communiquée,Information non communiquée,1,,Non,Non,Non,Non,Non,Non,,,,,20211202005239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/5590/ciney/vbc41670,VBC41670,Appartement à vendre,270083,Rue des Stations 21 2.3,5590 Ciney,Normal,,2021,,2,,,,,79 m²,,,Non,Non,,,,,,,1,,,Non specifié,,Non,Nord-ouest,,,,,Oui,,,,,27/05/2031,,"non, pas d'attestation",,,,Pas de risque d’inondation,Information non communiquée,2,9 m²,Non,,,,,,Non,,,,20120527503674,,,,,,,,5 m²,,,,,,,,,,Non,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/5590/ciney/vbc30877,VBC30877,Appartement à vendre,270100,,5590 Ciney,Nouveau,,2024,A l’acte,2,10 m²,10 m²,,,89 m²,,28 m²,,,,,,,,7 m²,1,,1,Gaz,,Non,,3,2,1,,Oui,,Oui,,,,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,1,,,,,,,Oui,Non,,Oui,,,,,,Oui,,,,7 m²,,,,,,,,Oui,,,,Sud-est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/penthouse/a-vendre/5590/ciney/vbc30876,VBC30876,Penthouse à vendre,293900,,5590 Ciney,Nouveau,,2024,,2,16 m²,13 m²,,,124 m²,,40 m²,,,,,,,,6 m²,1,,1,Gaz,,Non,,4,2,1,,Oui,,Oui,,,,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,2,7 m²,,,,,,Oui,Non,,Oui,,,,,,,,,,11 m²,,,,,,,,Oui,,,,Sud-est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/5590/leignon/rwc38222,RWC38222,Villa à vendre,261550,,5590 Leignon,Excellent,,2025,A convenir,3,,,,,1213 m²,,,,Oui,,,,Super équipée,Américaine,,1,,,Non specifié,,,,4,,,Oui,,,Oui,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,Oui,,,Oui,,,,,,Oui,Oui,,,,,Oui,,,,,,,,,,,,,,,,,,,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/5590/ciney/rwc38214,RWC38214,Villa à vendre,296550,,5590 Ciney,Excellent,,2025,A convenir,3,,,,,1598 m²,,,,Oui,,,,Super équipée,Américaine,,1,,,Non specifié,,,,4,,,Oui,,,Oui,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,Oui,,,Oui,,,,,,Oui,Oui,,,,,Oui,,,,,,,,,,,,,,,,,,,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/5590/ciney/vbc28644,VBC28644,Immeuble mixte à vendre,195000,,5590 Ciney,À rénover,,,,3,,,,,354 m²,Non,43 m²,,,,,,,,,1,,2,Gaz,,,Sud-ouest,2,3,,Non,Oui,,Oui,404 kWh/m²/an,56594 kWh/an,07/09/2032,78,"oui, attestation non conforme",,,,Information non communiquée,Information non communiquée,,21 m²,,,,,,,Non,,,,20220907021384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5590/ciney/vbc27880,VBC27880,Maison à vendre,290000,Avenue de Namur 17,5590 Ciney,Normal,Non,,Immédiatement,5,9 m²,12 m²,15 m²,11 m²,185 m²,Non,32 m²,Oui,Oui,,,,Equipée,,11 m²,2,,3,,Double vitrage,Non,,,,,Oui,Oui,,Oui,317 kWh/m²/an,68201 kWh/an,,,"oui, attestation non conforme",,,Non,Pas de risque d’inondation,Information non communiquée,,28 m²,,,,,,Oui,Non,400 m²,Oui,,202501123020880,,,Non,,,Non,Non,,,Non,Non,Non,Non,Non,400 m²,Non,Non,Non,,,,,Non,Non,,,,,,15 m²,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/5590/ciney/vbb46172,VBB46172,Appartement à vendre,179000,Rue Edouard Dinot,5590 Ciney,Nouveau,,2024,,1,,,,,51 m²,,,,,,,,,Indépendante,,,,,Gaz,,Oui,,,3,,,,,,60 kWh/m²/an,2999 kWh/an,,,"oui, attestation conforme",,,,Information non communiquée,Information non communiquée,2,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5590/ciney/vbc24211,VBC24211,Maison à vendre,195000,,5590 Ciney,À rénover,,1975,A l’acte,3,15 m²,11 m²,10 m²,,108 m²,,25 m²,Oui,Oui,Oui,1,,,,11 m²,1,,2,Mazout,,Non,,3,1,,Oui,,618 m²,Oui,539 kWh/m²/an,58428 kWh/an,06/12/2034,133,"oui, attestation non conforme",,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,Non,,,Non,,,,,,,,,6 m²,,,,,,,,,,,,,,,,,36 m²,,6 m²,,40 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/5590/ciney/vbc21811,VBC21811,Appartement à vendre,290000,Avenue du Stade,5590 Ciney,Nouveau,,2026,,2,,,,,81 m²,Non,,,,Oui,,30,,Indépendante,,1,,1,Air pulsé,Double vitrage,Oui,,,4,,,Oui,,Oui,30 kWh/m²/an,2342 kWh/an,,,"oui, attestation conforme",,,,Information non communiquée,Information non communiquée,0,20 m²,,,,,Oui,,Oui,,,,,,,,Oui,,,,,,,,,,,,,,,Oui,,,,Oui,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/5590/ciney/vbc21810,VBC21810,Appartement à vendre,238000,Avenue du Stade,5590 Ciney,Nouveau,,2026,,1,,,,,61 m²,Non,,,,Oui,,30,,Indépendante,,1,,1,Air pulsé,Double vitrage,Oui,,,4,,,Oui,,Oui,30 kWh/m²/an,1693 kWh/an,,,"oui, attestation conforme",,,,Information non communiquée,Information non communiquée,1,10 m²,,,,,Oui,,Oui,,,,,,,,Oui,,,,,,,,,,,,,,,Oui,,,,Oui,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/studio/a-vendre/5590/ciney/vbc21809,VBC21809,Studio à vendre,189000,Avenue du Stade,5590 Ciney,Nouveau,,2026,,,,,,,51 m²,Non,,,,Oui,,30,,Indépendante,,1,,1,Air pulsé,Double vitrage,Oui,,,4,,,Oui,,Oui,45 kWh/m²/an,2209 kWh/an,,,"oui, attestation conforme",,,,Information non communiquée,Information non communiquée,0,12 m²,,,,,Oui,,Oui,,,,,,,,Oui,,,,,,,,,,,,,,,Oui,,,,Oui,,,,,,,,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/5590/ciney/vbc15201,VBC15201,Immeuble mixte à vendre,315000,,5590 Ciney,Normal,Oui,,,4,21 m²,15 m²,13 m²,26 m²,,Non,33 m²,Oui,,,,,Equipée,Américaine,8 m²,2,,3,Gaz,Double vitrage,Non,,2,3,,,Oui,,Oui,339 kWh/m²/an,28200 kWh/an,24/11/2025,,,,,Non,Pas de risque d’inondation,Information non communiquée,,,,,,,,,Non,,Oui,Non,,,,,Oui,,,,3 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,102 m²,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5590/ciney/vbc10894,VBC10894,Maison à vendre,350000,,5590 Ciney,Nouveau,,2023,A l’acte,4,15 m²,12 m²,10 m²,25 m²,218 m²,,41 m²,,Oui,,,,,,12 m²,2,,2,,,,,2,2,1,Oui,Oui,150 m²,Oui,41 kWh/m²/an,8884 kWh/an,24/11/2033,5,"oui, attestation conforme",09/06/2023,,,Information non communiquée,Information non communiquée,,,,,Oui,,,Oui,Non,75 m²,Oui,Non,,,11 m²,,Oui,Oui,,,8 m²,,Oui,,,,,,,,,,,,,Oui,,,,,Ouest,10 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/5590/ciney/vbb60186,VBB60186,Appartement à vendre,185000,,5590 Ciney,Nouveau,,2026,,1,,,,,49 m²,Non,,,,Oui,,,Super équipée,,,,1,,,,,,,,,Non,Non,,,,,,,pas d'application,,,,Information non communiquée,Information non communiquée,2,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/5590/ciney/vbb60185,VBB60185,Appartement à vendre,320000,,5590 Ciney,Nouveau,,2026,,2,,,,,91 m²,Non,,,,Oui,,,Super équipée,,,,1,,,,,,,3,,Non,Oui,,,,,,,"oui, attestation conforme",,,,Information non communiquée,Information non communiquée,2,7 m²,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
