ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Bien_actuellement_loué,Année_de_construction,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_habitable,Meublé,Surface_du_séjour,Caves,Grenier,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Garage,Nombre_de_Garages,Nombre_de_douches,Nombre_de_toilettes,Type_de_chauffage,Ascenseur,Orientation_de_la_façade_du_bien,Nombre_de_façades,Nombre_de_places_de_parking_extérieur,Jardin,Surface_du_jardin,Terrasse_aménagée,Surface_totale_du_terrain,Surface_constructible,Attestation__Installation_électrique,Le_bien_fait_lobjet_dun_droit_de_préemption,Type_de_zone_inondable,Zone_inondable_délimitée,Nombre_de_salles_de_bain,Profondeur_du_terrain,Conso_spécifique_dénergie_primaire,Référence_PEB,Date_de_validité_PEB,Emission_de_CO2,Surface_du_bureau,Surface_de_la_terrasse,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_chambre_à_coucher_5,Surface_des_caves,Surface_du_grenier,Nombre_de_place_de_parking_intérieur,Surface_du_garage,Équipement_de_la_cuisine,Surface_de_la_cuisine,Type_de_vitrage,Largeur_de_la_façade,Raccordé_à_leau_courante,Panneaux_solaires,Conso_annuelle_totale_dénergie_primaire,Largeur_du_terrain_à_rue,Accessible_aux_moins_valides,Permis_durbanisation_accordé,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Nombre_détages_de_limmeuble,Type_de_cuisine,Surface_de_lades_salles_de_bain,Raccordé_aux_égouts,Piscine_extérieure,Permis_de_bâtir_obtenu,Surface_salle_à_manger,Alarme_antieffraction,Orientation_du_jardin,Raccordé_au_gaz_de_ville,Attestation__Asbuilt,Possibilités_pour_profession_libérale,Porte_de_garage_motorisée,Station_de_charge_électrique,Adoucisseur_deau,Chauffage_au_sol,Pompe_à_chaleur,Compteur_Bihoraire,Air_conditionné,Domotique,Parlophone,Porte_daccès_sécurisée,HammamSaunaJacuzzi,Feu_ouvert,Adaptations_pour_les_seniors,Appartement_de_service,Orientation_de_la_terrasse,Citerne_à_eau_de_pluie,Attestation__Citernes_à_mazout,Surface_du_dressing,Maison_basse_énergie,Panneaux_solaires_thermiques,Compteur_deau_individuel,Surface_de_la_véranda,Affectation_urbanistique_la_plus_récente,Étage_de_lappartement,Surface_totale,Attestation__Installation_électrique__Validité,Clef_électronique,Balcon,Niveau_E,Niveau_K,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Attestation__Citernes_à_mazout__Validité,Espace_ouvert_sensible_à_leau__WORG,Compteur_électrique_individuel,Compteur_de_gaz_individuel,Niveau_S
https://immovlan.be/fr/detail/chalet/a-vendre/6940/durbuy/vbc73815,VBC73815,Chalet à vendre,189000,Tier dè Rinze 4,6940 Durbuy,À rénover,,1957,A l’acte,2,88 m²,Non,36 m²,,,,,,,,,,1,1,Gaz,Non,Sud,4,2,Non,,Oui,2252 m²,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,,,415 kWh/m²/an,20240930040420,17/09/2034,,,,,,,,,,,,,Super équipée,,,,,,38322 kWh/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6940/durbuy/vbc73389,VBC73389,Maison à vendre,336220,Chemin des Prunelliers 19,6940 Durbuy,,,2024,,3,162 m²,Non,25 m²,,,,,,,,Oui,1,,2,Gaz,Non,Sud-ouest,3,,Oui,,Oui,790 m²,81 m²,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,1,43 m,74 kWh/m²/an,20250407500957,07/04/2035,,,,,,,,,,,,,,,,,Oui,Oui,11844 kWh/an,,,Oui,,,,,,,Oui,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6940/durbuy/vbc73388,VBC73388,Maison à vendre,347220,Chemin des Prunelliers 21,6940 Durbuy,,Non,2024,,3,162 m²,Non,26 m²,Non,Non,Non,Non,Non,Non,Non,Oui,1,,2,Gaz,Non,Sud-ouest,4,2,Oui,,Oui,816 m²,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,1,39 m,72 kWh/m²/an,20250407501119,07/04/2035,,,,,,,,,,,,,,,,,Oui,Oui,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6940/grandhan/vbc57546,VBC57546,Maison à vendre,498000,Rue de l'Ourthe 7,6940 Grandhan,,,2001,,3,151 m²,Non,,,Oui,,,,,,,,,2,Mazout,Non,Nord-ouest,4,2,Oui,660 m²,Oui,800 m²,140 m²,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,1,41 m,240 kWh/m²/an,20250401007114,01/04/2035,,,82 m²,,,,,,,,,,,,,9 m,Oui,Oui,38301 kWh/an,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6940/durbuy/vbc73387,VBC73387,Maison à vendre,349950,Chemin des Prunelliers 20,6940 Durbuy,,Non,2024,,3,162 m²,Non,27 m²,Non,Non,Non,Non,Non,Non,Non,Oui,1,,2,Gaz,Non,Sud-ouest,4,2,Oui,,Oui,871 m²,81 m²,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,1,43 m,71 kWh/m²/an,20250407501066,07/04/2035,,,12 m²,,,,,,,,,,,,,,Oui,Oui,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6940/durbuy/vbc73386,VBC73386,Maison à vendre,339950,Chemin des Prunelliers 18,6940 Durbuy,,Non,2024,,4,165 m²,Non,27 m²,Non,Non,Non,Non,Non,Non,Non,Oui,1,,2,Non specifié,Non,Sud-ouest,3,2,Oui,,Oui,771 m²,83 m²,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,1,43 m,74 kWh/m²/an,20250407500865,,,,12 m²,,,,,,,,,,,,,11 m,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/bungalow/a-vendre/6940/durbuy/vbc20316,VBC20316,Bungalow à vendre,59500,Rue d'Andenne 20/74 74,6940 Durbuy,,Non,,,2,74 m²,Oui,,Non,Non,Non,Non,Non,Non,Non,,,1,1,Non specifié,Non,,4,,,,Oui,,,pas d'application,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6940/durbuy/vbc71926,VBC71926,Maison à vendre,199000,Vôye dè Marlî 20,6940 Durbuy,À rénover,,,,4,210 m²,,,Oui,Non,Non,,,,,,,,,Mazout,Non,Sud-ouest,,,Oui,495 m²,,742 m²,342 m²,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,1,,261 kWh/m²/an,20230927023120,27/09/2033,65,,,,,,,,22 m²,,,,,,Double vitrage,8 m,,,59115 kWh/an,25 m,Non,Non,Non,,,11 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6940/durbuy/vbc69836,VBC69836,Appartement à vendre,249000,Rue des Récollets 3 3,6940 Durbuy,Excellent,,,,1,45 m²,Oui,18 m²,,,,,,,,,,1,1,,,,,,,,,,,"oui, attestation conforme",Non,Pas de risque d’inondation,Information non communiquée,1,,618 kWh/m²/an,,,,,,17 m²,,,,,,,,,Equipée,5 m²,Double vitrage,,,,44094 kWh/an,,,Non,,,Américaine,3 m²,,Non,Oui,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/chalet/a-vendre/6940/durbuy/vbc70737,VBC70737,Chalet à vendre,130000,Chemin des Lièvres 15,6940 Durbuy,Normal,Non,,A l’acte,1,50 m²,Non,30 m²,,,,,,,,,,,1,,Non,,4,3,,,Oui,909 m²,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,1,,383 kWh/m²/an,,21/04/2035,4,,,10 m²,,,,,,,,15 m²,Equipée,7 m²,Double vitrage,,Oui,,23255 kWh/an,,Non,Oui,,,Américaine,7 m²,Non,Non,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6940/barvaux-sur-ourthe/vbc70736,VBC70736,Maison à vendre,157000,El Tave 3,6940 Barvaux-sur-Ourthe,À rénover,,,,2,80 m²,,,,Oui,,,,,,Oui,,,1,Mazout,,,4,,Oui,,,582 m²,,"oui, attestation conforme",Non,Information non communiquée,Information non communiquée,1,,395 kWh/m²/an,,,,,,13 m²,20 m²,,,,,,,,,5 m²,Double vitrage,,,,,,,,,,,10 m²,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6940/barvaux-sur-ourthe/vbc70065,VBC70065,Maison à vendre,1190000,route de Bomal 13,6940 Barvaux-sur-Ourthe,Normal,,,,26,1280 m²,Oui,,Oui,Oui,,,,,,Oui,1,,,Mazout,,,4,,Oui,,Oui,10808 m²,,"oui, attestation conforme",Non,Risque moyen,Information non communiquée,23,,,,,,,85 m²,,,,,,,,,,Super équipée,,Double vitrage,,Oui,,,,,Non,,,,,,,Oui,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6940/durbuy/vbc70071,VBC70071,Maison à vendre,750000,Néblon le Pierreux 1,6940 Durbuy,Normal,,1968,,6,600 m²,,61 m²,Oui,Oui,,Oui,,,,Oui,1,2,3,Mazout,,,4,10,Oui,,Oui,11835 m²,,"non, pas d'attestation",Non,Pas de risque d’inondation,Information non communiquée,2,,376 kWh/m²/an,,,,,47 m²,15 m²,15 m²,8 m²,27 m²,18 m²,,75 m²,5,,Equipée,28 m²,Double vitrage,,,Oui,46125 kWh/an,,Non,Non,,,Américaine,10 m²,,,Oui,37 m²,Oui,,,,,,,,,,,,,,,,,,,Sud,,,,,,,,Zone agricole d'intérêt paysager,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6940/durbuy/vbc70067,VBC70067,Maison à vendre,160000,Rue du Vieux Curé 13,6940 Durbuy,Normal,,,,5,170 m²,,,Oui,,,,,,,,,,1,Mazout,,,3,,Oui,,,150 m²,,"oui, attestation conforme",Non,Information non communiquée,Information non communiquée,1,,412 kWh/m²/an,,,,,,,,,,,,,,,,,Double vitrage,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6940/durbuy/vbc69846,VBC69846,Maison à vendre,750000,Morville 15,6940 Durbuy,Excellent,,1850,,4,334 m²,Oui,37 m²,Oui,Oui,,Oui,,,,Oui,1,2,1,,,,4,8,Oui,,Oui,6203 m²,,"non, pas d'attestation",Non,Pas de risque d’inondation,Information non communiquée,2,,287 kWh/m²/an,,,,,,17 m²,18 m²,16 m²,11 m²,,18 m²,,2,34 m²,Equipée,20 m²,Double vitrage,,,Oui,127942 kWh/an,,,Non,,,Américaine,13 m²,,,Non,22 m²,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6940/durbuy/vbc69838,VBC69838,Maison à vendre,249000,Tier Saint-Antoine 42,6940 Durbuy,,,2025,,4,180 m²,,23 m²,,,,Oui,,,,,,4,2,,,,4,5,Oui,,Oui,1133 m²,,"non, pas d'attestation",Non,Information non communiquée,Information non communiquée,4,,,,,,,,13 m²,11 m²,14 m²,11 m²,,,,,,,28 m²,,,,,,,,Non,,,,4 m²,,,Oui,14 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6940/durbuy/vbc69837,VBC69837,Maison à vendre,1250000,Rue de la Haie Himbe 13,6940 Durbuy,Normal,Non,1987,,3,200 m²,,64 m²,Oui,,,,,,,Oui,2,,1,Mazout,Non,Nord,4,5,Oui,,Oui,1700 m²,,"oui, attestation conforme",Non,Pas de risque d’inondation,Information non communiquée,2,,250 kWh/m²/an,,,,,,45 m²,8 m²,24 m²,,,34 m²,,4,38 m²,Equipée,20 m²,Double vitrage,,Oui,,69969 kWh/an,,Non,Non,,,Américaine,15 m²,,Non,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6940/durbuy/vbc69835,VBC69835,Maison à vendre,245000,Dizos Bihay 1,6940 Durbuy,À rénover,,1850,A l’acte,4,155 m²,,20 m²,Oui,Oui,,Oui,,,,Oui,,1,1,,,,4,,Oui,,Oui,1002 m²,,"non, pas d'attestation",Non,Pas de risque d’inondation,Information non communiquée,1,,443 kWh/m²/an,,,,,,8 m²,14 m²,14 m²,17 m²,,,,1,27 m²,,24 m²,Double vitrage,,,,100958 kWh/an,,,Non,,,,5 m²,,,Non,22 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6940/durbuy/vbc69375,VBC69375,Maison à vendre,925000,Domaine de Bellevue 48,6940 Durbuy,Excellent,,2011,,4,270 m²,Oui,50 m²,,,,Oui,,,,,,4,5,Air pulsé,,Nord-est,4,,Oui,,Oui,4085 m²,,"oui, attestation conforme",Non,Pas de risque d’inondation,Information non communiquée,4,,48 kWh/m²/an,,,,,,14 m²,12 m²,18 m²,13 m²,,,,,,Equipée,14 m²,Double vitrage,,Oui,Oui,15973 kWh/an,,,Oui,,,Américaine,5 m²,Non,Oui,Oui,19 m²,,,Oui,,,,,,,Oui,,Oui,,,,,,,,Sud,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6940/weris/vbc69335,VBC69335,Maison à vendre,895000,rue de la Marlaine 0,6940 Wéris,,,,,5,290 m²,,46 m²,Oui,,,,,,,Oui,1,,1,,,Ouest,4,3,,,Oui,1351 m²,,"non, pas d'attestation",Non,Pas de risque d’inondation,Information non communiquée,,,,,,,,47 m²,34 m²,43 m²,38 m²,28 m²,31 m²,45 m²,,2,30 m²,,15 m²,Double vitrage,,Oui,,,,,Oui,,,,,Non,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/chalet/a-vendre/6940/durbuy/vbc69094,VBC69094,Chalet à vendre,125000,Rue de la Somme 16,6940 Durbuy,Normal,Non,1970,A l’acte,2,63 m²,,20 m²,,,,Oui,,,,,,,1,Electrique,Non,Sud,4,,Oui,,Oui,343 m²,,"oui, attestation non conforme",Non,Risque moyen,Information non communiquée,1,,700 kWh/m²/an,,05/10/2028,138,,,7 m²,9 m²,,,,,,,5 m²,Semi-équipée,,,,Oui,,33954 kWh/an,,Non,Oui,,,Kitchenette,,,Non,Oui,15 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6940/durbuy/vbc63692,VBC63692,Maison à vendre,,Chemin des sangliers 89,6940 Durbuy,Normal,,2008,,4,191 m²,,,Non,Non,Non,,,,,Oui,1,,,Gaz,Non,Sud-est,,,Oui,,Oui,917 m²,162 m²,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,2,,133 kWh/m²/an,20230117020826,17/01/2033,23,,5 m²,,,,,,,,,28 m²,,,Double vitrage,15 m,,Oui,25779 kWh/an,20 m,Non,Non,Non,,,7 m²,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/bungalow/a-vendre/6940/durbuy/vbb74500,VBB74500,Bungalow à vendre,89900,Rue d'Andenne 20 / 40,6940 Durbuy,,,,,2,74 m²,Oui,,,,,,,,,,,1,1,Gaz,Non,,4,,Non,,Oui,,,pas d'application,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/bungalow/a-vendre/6940/durbuy/vba54991,VBA54991,Bungalow à vendre,70000,Rue d'Andenne 20/79,6940 Durbuy,,,1974,,2,74 m²,Oui,,,,,,,,,,,1,1,Gaz,Non,,4,,Non,,Oui,,,"oui, attestation conforme",,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/chalet/a-vendre/6940/weris/vbc61170,VBC61170,Chalet à vendre,150000,Allée des Closeries 198,6940 Wéris,À rénover,,,,5,136 m²,Non,,,,,,,,,,,,2,Bois,Non,Nord-ouest,4,,Oui,,Non,788 m²,90 m²,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,3,38 m,463 kWh/m²/an,20250422038876,22/04/2035,,,,,,,,,,,,,,,,9 m,Oui,,62853 kWh/an,,,Oui,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6940/durbuy/vbc59687,VBC59687,Maison à vendre,495000,All?e du Val 11,6940 Durbuy,,,1979,,9,220 m²,,,,,,,,,,,,,,Bois,,,,,,,,1800 m²,,"oui, attestation conforme",,Information non communiquée,Information non communiquée,5,,689 kWh/m²/an,,,,,,,,,,,,,,,Equipée,,Double vitrage,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6940/durbuy/vbc58249,VBC58249,Maison à vendre,469000,Rue du Broux 19,6940 Durbuy,Normal,Non,,A l’acte,4,256 m²,Non,,,Oui,,,,,,Oui,1,1,2,Mazout,Non,,3,,Oui,1079 m²,Oui,1079 m²,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,1,,154 kWh/m²/an,,,40,,40 m²,16 m²,14 m²,12 m²,12 m²,,,,,,Equipée,,,,,,47823 kWh/an,,Non,,,3,Américaine,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6940/durbuy/vbc55243,VBC55243,Maison à vendre,219000,Chemin des Sangliers 38,6940 Durbuy,,,,,3,74 m²,Oui,,Oui,,,,,,,Oui,1,,,,,,,,Oui,,,1538 m²,,"non, pas d'attestation",,Information non communiquée,Information non communiquée,1,,668 kWh/m²/an,20180914007725,,,,,8 m²,7 m²,8 m²,,,30 m²,,,16 m²,Equipée,3 m²,Simple vitrage,,Oui,,,,,,,,,,,,,,,Est,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6940/durbuy/vbc51844,VBC51844,Appartement à vendre,267000,Sur la Gere 5 13,6940 Durbuy,Excellent,,2011,Immédiatement,2,94 m²,Non,30 m²,Oui,,,,,,,,,,,Air pulsé,Oui,,2,,,,Oui,,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,1,,,,11/06/2034,,,9 m²,13 m²,16 m²,,,,,,,,,,Double vitrage,,,,,,Oui,,,4,,,,Non,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6940/durbuy/vbc51843,VBC51843,Appartement à vendre,250000,En Charotte 38 23,6940 Durbuy,Normal,,2011,,2,87 m²,Non,,,,,,,,,,,,,Air pulsé,Oui,,,1,,,Oui,,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,1,,,,18/06/2034,,,,12 m²,10 m²,,,,,,,,Super équipée,,Double vitrage,,,,,,Oui,,,3,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6940/durbuy/vbc49412,VBC49412,Maison à vendre,139000,Rue des Ardillats 15,6940 Durbuy,À rénover,Non,1850,,3,118 m²,Non,31 m²,,Oui,,,,,,Oui,1,1,1,,Non,Nord,4,2,Oui,198 m²,Oui,198 m²,,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,1,,265 kWh/m²/an,,,7,,10 m²,9 m²,6 m²,12 m²,,,,,,17 m²,Semi-équipée,12 m²,Double vitrage,,Oui,,29556 kWh/an,,Non,,,2,Kitchenette,,Oui,Non,,,,,,,,,,,,,,,,,,,,,,Sud,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/chalet/a-vendre/6940/barvaux-sur-ourthe/vbc48938,VBC48938,Chalet à vendre,149500,Chemin des Charmes 22,6940 Barvaux-sur-Ourthe,,,,A partir du : 01/09/2025,2,68 m²,Oui,,,,,,,,,,,1,1,Gaz,Non,Sud,4,,Oui,,Oui,565 m²,,pas d'application,,Pas de risque d’inondation,Information non communiquée,,38 m,543 kWh/m²/an,20250124004145,24/01/2035,,,,,,,,,,,,,,,,,Oui,,37004 kWh/an,,,Oui,,,,,,,Oui,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/bungalow/a-vendre/6940/durbuy/rbs28377,RBS28377,Bungalow à vendre,78000,Rue d'Andenne 20/176,6940 Durbuy,Excellent,,,,2,,Oui,,,,,,,,,,,,,,,,,,,,Oui,74 m²,,"oui, attestation conforme",,Information non communiquée,Information non communiquée,1,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
