ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Bien_actuellement_loué,Année_de_construction,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_habitable,Grenier,Garage,Nombre_de_place_de_parking_intérieur,Équipement_de_la_cuisine,Type_de_cuisine,Nombre_de_salles_de_bain,Maison_basse_énergie,Panneaux_solaires,Type_de_chauffage,Chauffage_au_sol,Pompe_à_chaleur,Type_de_vitrage,Compteur_Bihoraire,Parlophone,Nombre_de_façades,Nombre_de_places_de_parking_extérieur,Jardin,Surface_totale_du_terrain,Raccordé_aux_égouts,Raccordé_au_gaz_de_ville,Raccordé_à_leau_courante,Citerne_à_eau_de_pluie,Niveau_E,Attestation__Installation_électrique,Permis_durbanisation_accordé,Type_de_zone_inondable,Zone_inondable_délimitée,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_chambre_à_coucher_5,Caves,Salle_à_manger,Surface_salle_à_manger,Nombre_de_Garages,Surface_de_la_cuisine,Nombre_de_douches,Nombre_de_toilettes,Surface_de_lades_salles_de_bain,Orientation_de_la_façade_du_bien,Largeur_de_la_façade,Nombre_détages_de_limmeuble,Surface_du_jardin,Terrasse_aménagée,Surface_de_la_terrasse,Profondeur_du_terrain,Largeur_du_terrain_à_rue,Conso_spécifique_dénergie_primaire,Conso_annuelle_totale_dénergie_primaire,Meublé,Surface_du_séjour,Surface_du_bureau,Surface_des_caves,Surface_du_grenier,Véranda,Alarme_antieffraction,Ascenseur,Feu_ouvert,Accessible_aux_moins_valides,Orientation_du_jardin,Piscine_extérieure,Date_de_validité_PEB,Emission_de_CO2,Permis_de_bâtir_obtenu,Le_bien_fait_lobjet_dun_droit_de_préemption,Orientation_de_la_terrasse,Air_conditionné,Dressing,Buanderie,Local_vélo,Étage_de_lappartement,Référence_PEB,Panneaux_solaires_thermiques,Compteur_deau_individuel,Domotique,Porte_daccès_sécurisée,HammamSaunaJacuzzi,Attestation__Citernes_à_mazout,Attestation__Asbuilt,Surface_du_dressing,Surface_du_garage,Adoucisseur_deau,Possibilités_pour_profession_libérale,Surface_constructible,Surface_totale,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Porte_de_garage_motorisée,Balcon,Attestation__Installation_électrique__Validité,Station_de_charge_électrique,Attestation__Citernes_à_mazout__Validité,Espace_ouvert_sensible_à_leau__WORG,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Appartement_de_service
https://immovlan.be/fr/detail/villa/a-vendre/1350/orp-jauche/rwc39859,RWC39859,Villa à vendre,361050,,1350 Orp-Jauche,Excellent,Non,,A convenir,3,1720 m²,Oui,,,Super équipée,Américaine,1,Oui,Oui,Solaire,Oui,Oui,,Oui,Oui,,,Oui,,Oui,Oui,Oui,Oui,23,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1350/noduwez/vbc38312,VBC38312,Maison à vendre,525000,Rue de piétrain 40,1350 Noduwez,Excellent,Oui,2006,A l’acte,4,211 m²,Oui,Oui,1,Equipée,Américaine,1,,,Gaz,,,Double vitrage,,,4,3,Oui,1445 m²,Oui,Oui,Oui,Oui,,"oui, attestation conforme",Oui,Pas de risque d’inondation,Information non communiquée,19 m²,11 m²,23 m²,9 m²,,,,,1,11 m²,2,4,10 m²,,7 m,1,1264 m²,Oui,113 m²,72 m,7 m,186 kWh/m²/an,14880 kWh/an,Non,40 m²,11 m²,,38 m²,,Oui,Non,,Non,Sud,Non,20/01/2035,34,Non,Non,Sud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1350/orp-le-grand/rbi23555,RBI23555,Maison à vendre,327659,Rue De Jandrain x,1350 Orp-le-Grand,Nouveau,Non,2022,,3,163 m²,Non,Oui,,,,1,,,,,,,,,3,,Oui,426 m²,,,,,,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,,,,,,Non,Non,,,,,2,,,,,335 m²,,,,,0 kWh/m²/an,,,,,,,Non,,,,,,Non,,,,,,,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1350/marilles/rwc39830,RWC39830,Villa à vendre,350777,,1350 Marilles,Excellent,Non,2025,A convenir,3,940 m²,Oui,Oui,1,Super équipée,Américaine,1,Oui,Oui,Solaire,Oui,Oui,Double vitrage,Oui,Oui,4,2,Oui,,Oui,Oui,Oui,Oui,23,"oui, attestation conforme",Oui,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1350/jauche/vbc86890,VBC86890,Maison à vendre,225000,Rue de la vallée 54,1350 Jauche,À rénover,Non,1850,A l’acte,3,148 m²,Oui,Oui,,,Indépendante,1,,Oui,Non specifié,,,Double vitrage,,,3,1,Oui,371 m²,Oui,,Oui,,,"oui, attestation conforme",Non,Risque élevé,Information non communiquée,13 m²,15 m²,17 m²,,,,Oui,17 m²,,17 m²,,,,,4 m,2,243 m²,Oui,28 m²,54 m,4 m,776 kWh/m²/an,71430 kWh/an,Non,,15 m²,,33 m²,,,Non,,Non,Nord-ouest,Non,08/01/2033,219,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1350/folx-les-caves/vbc54020,VBC54020,Maison à vendre,275000,Place saint pierre 1,1350 Folx-les-Caves,Excellent,Non,,A l’acte,3,156 m²,,Oui,,Equipée,Américaine,1,,,Mazout,,,Double vitrage,,,3,1,Oui,450 m²,Oui,,Oui,,,"oui, attestation non conforme",Non,Pas de risque d’inondation,Information non communiquée,18 m²,18 m²,12 m²,,,Oui,Oui,15 m²,1,25 m²,1,2,9 m²,,12 m,3,297 m²,Oui,21 m²,23 m,12 m,506 kWh/m²/an,105600 kWh/an,Non,,12 m²,18 m²,,,Oui,Non,,Non,Nord-ouest,Non,18/09/2028,125,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/1350/orp-jauche/vbc83772,VBC83772,Duplex à vendre,125000,Rue Camille Haccourt 18 B,1350 Orp-Jauche,Normal,,1950,,1,70 m²,Oui,,,Semi-équipée,Kitchenette,1,,,Mazout,,,,,,,,,,,,,,,"oui, attestation non conforme",,Pas de risque d’inondation,Information non communiquée,15 m²,,,,,Oui,,,,10 m²,1,1,4 m²,Sud,6 m,2,,,,,6 m,693 kWh/m²/an,50119 kWh/an,Non,25 m²,,,,,,Non,,Non,,Non,06/06/2018,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/1350/jauche/vbc82266,VBC82266,Immeuble mixte à vendre,750000,Avenue albert drossart 22,1350 Jauche,Normal,Non,1960,Immédiatement,8,350 m²,,,,Equipée,Américaine,5,,,Gaz,,,Double vitrage,,Oui,2,,Oui,110 m²,Oui,,Oui,,,"oui, attestation conforme",Non,Pas de risque d’inondation,Information non communiquée,13 m²,15 m²,15 m²,15 m²,14 m²,Oui,Oui,19 m²,,10 m²,1,1,,,9 m,2,20 m²,Oui,15 m²,,9 m,147 kWh/m²/an,28750 kWh/an,Non,,10 m²,7 m²,,,,Non,,Non,Sud-ouest,Non,19/06/2023,45,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1350/orp-le-grand/vbc81656,VBC81656,Appartement à vendre,369000,Rue Jules Hagnoul B3 A23,1350 Orp-le-Grand,Nouveau,Non,2025,,2,106 m²,Non,,,Super équipée,,1,,,Electrique,,Oui,,,,2,,,,,,Oui,,,"oui, attestation conforme",,Information non communiquée,Information non communiquée,,,,,,Non,Non,,,,,1,,,,2,,Oui,41 m²,,,,,Non,41 m²,,,,Non,,Non,,,,,,,,,,,Non,Non,Non,2,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1350/orp-le-grand/vbc81655,VBC81655,Appartement à vendre,303000,Rue Jules Hagnoul B3 B03,1350 Orp-le-Grand,Nouveau,Non,,,2,99 m²,Non,,,Super équipée,,1,,,Electrique,,Oui,,,,2,,,,,,Oui,,,"oui, attestation conforme",,Information non communiquée,Information non communiquée,,,,,,Non,Non,,,,,1,,,,2,,Oui,18 m²,,,,,Non,35 m²,,,,Non,,Non,,,,,,,,,,,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1350/folx-les-caves/vbc81355,VBC81355,Maison à vendre,375000,Rue de la Frête 4,1350 Folx-les-Caves,À rénover,Non,1980,A l’acte,2,125 m²,Non,Oui,,Super équipée,,1,,Oui,Electrique,,,,,,4,3,Oui,1712 m²,,,Oui,,,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,,,,,,Non,Non,,1,,,1,,Sud,,,,Oui,,,,568 kWh/m²/an,72806 kWh/an,Non,35 m²,8 m²,,,Non,,Non,,,,,20/05/2035,146,,,,,Non,Non,Non,,20250520025257,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/fermette/a-vendre/1350/marilles/vbc26467,VBC26467,Fermette à vendre,749000,Rue léon gramme 78,1350 Marilles,Excellent,Non,1944,A l’acte,5,839 m²,Oui,Oui,10,,Indépendante,1,,,,,,Double vitrage,,,4,12,Oui,4590 m²,Oui,,Oui,Oui,,"oui, attestation non conforme",Non,Pas de risque d’inondation,Information non communiquée,20 m²,20 m²,16 m²,13 m²,11 m²,Oui,Oui,20 m²,3,16 m²,1,2,,,15 m,2,3213 m²,Oui,300 m²,75 m,15 m,501 kWh/m²/an,154464 kWh/an,Non,36 m²,16 m²,67 m²,126 m²,,,Non,,Non,Nord-est,Non,23/03/2034,125,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1350/marilles/vbc26466,VBC26466,Maison à vendre,749000,Rue léon gramme 78,1350 Marilles,Excellent,Non,1944,A l’acte,5,839 m²,Oui,Oui,12,,Indépendante,1,,,,,,Double vitrage,,,4,12,Oui,4590 m²,Oui,,Oui,Oui,,"oui, attestation non conforme",Non,Pas de risque d’inondation,Information non communiquée,20 m²,20 m²,16 m²,13 m²,11 m²,Oui,Oui,20 m²,3,16 m²,1,2,,,15 m,2,3213 m²,Oui,300 m²,75 m,15 m,501 kWh/m²/an,154464 kWh/an,Non,36 m²,16 m²,67 m²,126 m²,,,Non,,Non,Nord-est,Non,23/03/2034,125,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1350/jauche/vbc80851,VBC80851,Maison à vendre,315000,Rue du Sergent Léon Charlier 2 1,1350 Jauche,,Non,,A l’acte,4,190 m²,Non,,,Super équipée,,1,,,Gaz,,,,,,3,1,,97 m²,,Oui,Oui,,,"oui, attestation conforme",,Information non communiquée,Information non communiquée,,,,,,Non,Non,,,,,3,,,,,,Oui,,,,120 kWh/m²/an,,Non,33 m²,14 m²,,,Non,,Non,,,,,03/03/2035,21,,,,,Non,Non,Non,,20250303009763,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1350/orp-le-grand/vbc80423,VBC80423,Appartement à vendre,369000,Rue Jules Hagnoul B3 A23,1350 Orp-le-Grand,Nouveau,,,,2,106 m²,,,,Super équipée,,1,,,Electrique,,Oui,,,,2,,Non,,,,Oui,,,"oui, attestation conforme",,Information non communiquée,Information non communiquée,,,,,,,,,,,,1,,,,2,,Oui,41 m²,,,,,Non,41 m²,,,,,,Non,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1350/orp-le-grand/vbc80422,VBC80422,Appartement à vendre,303000,Rue Jules Hagnoul B3 B03,1350 Orp-le-Grand,Nouveau,,,,2,99 m²,,,,Super équipée,,1,,,Electrique,,Oui,,,,2,,Non,,,,Oui,,,"oui, attestation conforme",,Information non communiquée,Information non communiquée,,,,,,,,,,,,1,,,,2,,Oui,18 m²,,,,,Non,35 m²,,,,,,Non,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1350/orp-le-grand/vbc80397,VBC80397,Appartement à vendre,360000,Rue Jules Hagnoul B4 C14,1350 Orp-le-Grand,Nouveau,Non,,,3,114 m²,Non,,,Super équipée,,1,,,Electrique,,Oui,,,,2,,,,,,Oui,,,"oui, attestation conforme",,Information non communiquée,Information non communiquée,,,,,,Non,Non,,,,,1,,,,2,,Oui,20 m²,,,,,Non,36 m²,,,,Non,,Non,,,,,,,,,,,Non,Non,Non,1,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1350/orp-le-grand/vbc76465,VBC76465,Maison à vendre,735000,Rue de la sucrerie 2,1350 Orp-le-Grand,Excellent,Non,1980,A l’acte,5,222 m²,Oui,Oui,4,Equipée,Américaine,2,,,,,,Double vitrage,,,4,4,Oui,9592 m²,Oui,,Oui,,,"oui, attestation non conforme",Non,Pas de risque d’inondation,Information non communiquée,15 m²,9 m²,11 m²,14 m²,9 m²,Oui,,,2,27 m²,1,2,,,15 m,3,9310 m²,Oui,20 m²,158 m,15 m,313 kWh/m²/an,76065 kWh/an,Non,43 m²,15 m²,43 m²,,Oui,,Non,Oui,Non,Ouest,Non,28/09/2034,81,Oui,Non,Ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1350/orp-jauche/vbc74040,VBC74040,Villa à vendre,999000,,1350 Orp-Jauche,Normal,,1750,Immédiatement,6,565 m²,,,,Non équipée,,,Non,Oui,Mazout,Non,,Double vitrage,,Non,4,,Oui,3939 m²,Oui,,Oui,,,"oui, attestation conforme",Oui,Pas de risque d’inondation,Information non communiquée,,,,,,,Non,,,,,,,,,,,Oui,,,,321 kWh/m²/an,181227 kWh/an,,,,,,,Non,,Oui,,,Oui,,78,Oui,Oui,,Non,Non,,,,20240619005692,Non,Oui,Non,Non,Non,"oui, attestation conforme",Oui,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1350/marilles/rwc39440,RWC39440,Villa à vendre,334550,,1350 Marilles,Excellent,Non,2025,A convenir,3,772 m²,Oui,,,Super équipée,Américaine,,Oui,Oui,Gaz,Oui,Oui,,Oui,Oui,4,,Oui,,Oui,Oui,Oui,Oui,23,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1350/orp-jauche/vbc67333,VBC67333,Villa à vendre,425000,Rue Louis Michotte 11,1350 Orp-Jauche,Excellent,Non,2006,,4,200 m²,Oui,Oui,,Equipée,Américaine,2,,,Electrique,,,Double vitrage,,,4,2,Oui,850 m²,,,,,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,12 m²,24 m²,27 m²,19 m²,,Oui,,,1,12 m²,,2,6 m²,,,1,,Oui,40 m²,,,333 kWh/m²/an,72233 kWh/an,,37 m²,,112 m²,,,,,Oui,,Ouest,Non,13/04/2035,,,,Ouest,,Oui,,,,,,,,,,,,8 m²,17 m²,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1350/orp-jauche/vbc65610,VBC65610,Maison à vendre,225000,Avenue Albert Drossart 43,1350 Orp-Jauche,Normal,Non,1880,A l’acte,4,212 m²,Oui,Oui,,,Indépendante,1,,,Mazout,,,Double vitrage,,,2,,Oui,410 m²,Oui,,Oui,,,"oui, attestation non conforme",Non,Pas de risque d’inondation,Information non communiquée,14 m²,15 m²,11 m²,11 m²,26 m²,Oui,,,1,35 m²,1,2,,,10 m,2,121 m²,Oui,20 m²,52 m,10 m,337 kWh/m²/an,89531 kWh/an,Non,41 m²,15 m²,35 m²,14 m²,Oui,,Non,,Non,Nord,Non,19/10/2034,84,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1350/orp-le-grand/vbc63865,VBC63865,Maison à vendre,505182,Chaussée de la Petite Campagnette lot 24,1350 Orp-le-Grand,Nouveau,,2024,,4,219 m²,Oui,Oui,,,,1,,,Gaz,,,,,,3,,Oui,1221 m²,,,,,,pas d'application,,Information non communiquée,Information non communiquée,,,,,,,,,1,,1,2,,Nord-ouest,,,,Non,,,,92 kWh/m²/an,,Non,42 m²,,,,,,Non,,,,,,,,,,,,,,,RWPEB 118159,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1350/orp-le-grand/vbc63864,VBC63864,Maison à vendre,450195,Chaussée de la Petite Campagnette lot 25,1350 Orp-le-Grand,Nouveau,,2024,,4,216 m²,Oui,Oui,,,,1,,,Gaz,,,,,,2,,Oui,843 m²,,,,,,pas d'application,,Information non communiquée,Information non communiquée,,,,,,,,,1,,1,2,,Nord-ouest,,,,Non,,,,,,Non,42 m²,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1350/orp-le-grand/vbc63863,VBC63863,Maison à vendre,471436,Chaussée de la Petite Campagnette lot 26,1350 Orp-le-Grand,Nouveau,,2024,,4,216 m²,Oui,Oui,,,,1,,,Gaz,,,,,,3,,Oui,989 m²,,,,,,pas d'application,,Information non communiquée,Information non communiquée,,,,,,,,,1,,1,2,,Nord-ouest,,,,Non,,,,92 kWh/m²/an,,Non,42 m²,,,,,,Non,,,,,,,,,,,,,,,RWPEB118159,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1350/orp-le-grand/vbc63862,VBC63862,Maison à vendre,402990,Chaussée de la Petite Campagnette lot 37,1350 Orp-le-Grand,Nouveau,,2024,,4,218 m²,Oui,Oui,,,,1,,,Gaz,,,,,,3,,Oui,440 m²,,,,,,pas d'application,,Information non communiquée,Information non communiquée,,,,,,,,,1,,1,2,,Sud,,,,Non,,,,92 kWh/m²/an,,Non,42 m²,,,,,,Non,,,,,,,,,,,,,,,RWPEB 118159,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1350/orp-le-grand/vbc63861,VBC63861,Maison à vendre,474601,Chaussée de la Petite Campagnette lot 42,1350 Orp-le-Grand,Nouveau,,2024,,4,219 m²,,Oui,,,,1,,,Gaz,,,,,,3,,Oui,911 m²,,,,,,pas d'application,,Information non communiquée,Information non communiquée,,,,,,,,,1,,1,2,,Nord-ouest,,,,Non,,,,92 kWh/m²/an,,Non,42 m²,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1350/orp-le-grand/vbc63860,VBC63860,Maison à vendre,385088,Chaussée de la Petite Campagnette lot 43,1350 Orp-le-Grand,Nouveau,,2024,,3,195 m²,Oui,Oui,,Super équipée,,1,,,Gaz,,,,,,2,,Oui,384 m²,,Oui,Oui,,,pas d'application,,Information non communiquée,Information non communiquée,,,,,,,,,1,,,2,,Nord-ouest,,,,Non,,,,92 kWh/m²/an,,Non,39 m²,,,,,,Non,,,,,,,,,,,,,,,RWPEB118159,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1350/orp-le-grand/vbc63859,VBC63859,Maison à vendre,377761,Chaussée de la Petite Campagnette lot 44,1350 Orp-le-Grand,Nouveau,,2024,,3,195 m²,Oui,Oui,,,,1,,,Gaz,,,,,,2,,Oui,350 m²,,,,,,pas d'application,,Information non communiquée,Information non communiquée,,,,,,,,,1,,,2,,Nord-ouest,,,,Non,,,,92 kWh/m²/an,,Non,39 m²,,,,,,Non,,,,,,,,,,,,,,,RWPEB 118159,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1350/orp-le-grand/vbc63858,VBC63858,Maison à vendre,384590,Chaussée de la Petite Campagnette lot 45,1350 Orp-le-Grand,Nouveau,,2024,,4,200 m²,Oui,Oui,,,,1,,,Gaz,,,,,,2,,Oui,350 m²,,,,,,pas d'application,,Information non communiquée,Information non communiquée,,,,,,,,,1,,,2,,Nord-ouest,,,,Non,,,,92 kWh/m²/an,,Non,39 m²,,,,,,Non,,,,,,,,,,,,,,,RWPEB 118159,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1350/orp-le-grand/vbc63857,VBC63857,Maison à vendre,528020,Chaussée de la Petite Campagnette lot 46,1350 Orp-le-Grand,Nouveau,,2024,,4,220 m²,Oui,Oui,,,,1,,,Gaz,,,,,,3,,Oui,1173 m²,,,,,,pas d'application,,Information non communiquée,Information non communiquée,,,,,,,,,,,1,2,,Nord-ouest,,,,Non,,,,92 kWh/m²/an,,Non,47 m²,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1350/orp-le-grand/vbc63856,VBC63856,Maison à vendre,347057,Chaussée de la Petite Campagnette Lot 41,1350 Orp-le-Grand,Nouveau,,2023,A l’acte,4,159 m²,,Oui,,Super équipée,,1,,,Gaz,,,,,,3,1,Oui,603 m²,,Oui,Oui,,,"oui, attestation conforme",,Information non communiquée,Information non communiquée,,,,,,,,,1,,,2,,Nord,,,,Non,,,,92 kWh/m²/an,13997 kWh/an,Non,44 m²,,,,,,Non,,,,,15/12/2033,,,,,,,,,,20231215508582,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1350/marilles/vbc63592,VBC63592,Villa à vendre,439000,Rue diélhère 4 a,1350 Marilles,Excellent,Non,2020,A l’acte,4,115 m²,Oui,Oui,,Equipée,Américaine,1,,Oui,,Oui,,Double vitrage,,,4,7,Oui,650 m²,Oui,,,Oui,,"oui, attestation conforme",Non,Risque moyen,Information non communiquée,9 m²,12 m²,12 m²,9 m²,,,,,1,10 m²,,2,6 m²,,13 m,1,6659 m²,Oui,74 m²,24 m,13 m,,,Non,24 m²,9 m²,,,,,Non,,Non,Sud-ouest,Non,07/06/2031,10,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1350/orp-le-grand/vbc61849,VBC61849,Maison à vendre,439000,Chavée aux lapins 10,1350 Orp-le-Grand,Normal,Non,1992,Immédiatement,5,250 m²,Oui,,,Equipée,Américaine,1,,Oui,,,,Double vitrage,,,4,4,Oui,876 m²,Oui,,Oui,Oui,,"oui, attestation non conforme",Non,Pas de risque d’inondation,Information non communiquée,17 m²,18 m²,17 m²,12 m²,38 m²,,,,,21 m²,1,2,12 m²,,13 m,2,748 m²,Oui,29 m²,44 m,13 m,169 kWh/m²/an,45046 kWh/an,Non,34 m²,10 m²,,27 m²,,,Non,,Non,Sud-est,Non,19/03/2035,25,Oui,Non,Sud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1350/orp-le-grand/vbc56904,VBC56904,Maison à vendre,149000,Rue de la grande ferme 13,1350 Orp-le-Grand,À rénover,Non,1900,A l’acte,3,213 m²,Oui,,,,Indépendante,1,,,Gaz,,,Double vitrage,,,3,3,Oui,502 m²,Oui,Oui,Oui,,,"oui, attestation conforme",Non,Risque élevé,Information non communiquée,15 m²,17 m²,17 m²,,,Oui,,,,9 m²,,2,10 m²,,15 m,4,230 m²,Oui,22 m²,62 m,15 m,798 kWh/m²/an,129526 kWh/an,Non,34 m²,12 m²,14 m²,74 m²,,,Non,,Non,Est,Non,02/02/2035,206,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1350/jauche/vbc52372,VBC52372,Maison à vendre,225000,Rue de la vallée 54,1350 Jauche,À rénover,Non,1850,A l’acte,3,148 m²,Oui,,,,Indépendante,1,,Oui,Non specifié,,,Double vitrage,,,3,1,Oui,371 m²,Oui,,Oui,,,"oui, attestation conforme",Non,Risque élevé,Information non communiquée,13 m²,15 m²,17 m²,,,,Oui,17 m²,,17 m²,,,9 m²,,4 m,2,243 m²,Oui,28 m²,54 m,4 m,776 kWh/m²/an,71430 kWh/an,Non,,15 m²,,33 m²,,,Non,,Non,Nord-ouest,Non,08/01/2033,219,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/bungalow/a-vendre/1350/orp-jauche/vbc25138,VBC25138,Bungalow à vendre,275000,Rue du Presbytère 13,1350 Orp-Jauche,Normal,,1977,,3,107 m²,Oui,Oui,,Equipée,Américaine,1,,Oui,,,,Double vitrage,,,4,3,Oui,627 m²,Oui,Oui,,,,"oui, attestation non conforme",,Pas de risque d’inondation,Information non communiquée,11 m²,9 m²,9 m²,,,,,,1,10 m²,,1,6 m²,,,,500 m²,Oui,40 m²,,,262 kWh/m²/an,28052 kWh/an,,35 m²,,,,,,,Oui,,Sud-ouest,Oui,21/10/2031,,,,Sud,,,Oui,,,,,,,,,,,,15 m²,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/bungalow/a-vendre/1350/enines/vbc38313,VBC38313,Bungalow à vendre,315000,Rue de la bruyère 39,1350 Énines,Excellent,Non,1980,A l’acte,3,101 m²,Oui,Oui,,Equipée,Américaine,1,,,Mazout,,,Double vitrage,,,4,2,Oui,1250 m²,Oui,,,,,"oui, attestation non conforme",Oui,Pas de risque d’inondation,Information non communiquée,11 m²,14 m²,12 m²,,,,,,1,13 m²,1,1,,,12 m,1,1038 m²,Oui,23 m²,52 m,12 m,325 kWh/m²/an,37593 kWh/an,Non,29 m²,11 m²,,81 m²,,,Non,,Non,Sud,Non,23/01/2035,80,Oui,Non,Sud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
