ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Année_de_construction,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_habitable,Meublé,Garage,Nombre_de_Garages,Équipement_de_la_cuisine,Type_de_cuisine,Nombre_de_salles_de_bain,Nombre_de_douches,Nombre_de_toilettes,Panneaux_solaires,Type_de_chauffage,Pompe_à_chaleur,Type_de_vitrage,Parlophone,Ascenseur,Feu_ouvert,Accessible_aux_moins_valides,Nombre_de_façades,Nombre_de_places_de_parking_extérieur,Jardin,Surface_du_jardin,Terrasse_aménagée,Surface_totale_du_terrain,Raccordé_aux_égouts,Raccordé_à_leau_courante,Citerne_à_eau_de_pluie,Piscine_extérieure,Conso_spécifique_dénergie_primaire,Conso_annuelle_totale_dénergie_primaire,Date_de_validité_PEB,Emission_de_CO2,Attestation__Installation_électrique,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Le_bien_fait_lobjet_dun_droit_de_préemption,Type_de_zone_inondable,Zone_inondable_délimitée,Bien_actuellement_loué,Surface_du_séjour,Caves,Grenier,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Orientation_de_la_façade_du_bien,Largeur_de_la_façade,Surface_constructible,Profondeur_du_terrain,Référence_PEB,Surface_de_la_terrasse,Surface_du_garage,Surface_de_la_cuisine,Surface_de_lades_salles_de_bain,Orientation_du_jardin,Alarme_antieffraction,Nombre_détages_de_limmeuble,Air_conditionné,Largeur_du_terrain_à_rue,Surface_chambre_à_coucher_4,Surface_chambre_à_coucher_5,Adoucisseur_deau,Orientation_de_la_terrasse,Nombre_de_place_de_parking_intérieur,Surface_des_caves,Surface_du_grenier,Station_de_charge_électrique,Maison_basse_énergie,Chauffage_au_sol,Compteur_Bihoraire,Domotique,Porte_daccès_sécurisée,HammamSaunaJacuzzi,Adaptations_pour_les_seniors,Raccordé_au_gaz_de_ville,Attestation__Citernes_à_mazout,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Étage_de_lappartement,Surface_salle_à_manger,Attestation__Asbuilt,Affectation_urbanistique_la_plus_récente,Balcon,Panneaux_solaires_thermiques,Niveau_E,Niveau_K,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Porte_de_garage_motorisée,Clef_électronique,Attestation__Installation_électrique__Validité,Surface_du_bureau,Attestation__Citernes_à_mazout__Validité,Espace_ouvert_sensible_à_leau__WORG,Possibilités_pour_profession_libérale,Surface_totale,Compteur_électrique_individuel,Compteur_deau_individuel,Compteur_de_gaz_individuel,Appartement_de_service,Niveau_S,Surface_de_la_véranda,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Surface_du_dressing
https://immovlan.be/fr/detail/maison/a-vendre/7531/havinnes/vbc65235,VBC65235,Maison à vendre,415959,,7531 Havinnes,Nouveau,,,3,,,,189 m²,,Oui,1,,,1,,2,,,,,,,,,4,,Oui,,,1242 m²,,,Oui,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,12 m,,,,,,,,,,,,12 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/7531/havinnes/vwd12379,VWD12379,Villa à vendre,359000,,7531 Havinnes,Normal,1900,A l’acte,4,14 m²,14 m²,9 m²,256 m²,,,,Equipée,Américaine,2,,,Non,Mazout,Non,Double vitrage,Non,Non,Non,Non,4,,Oui,1000 m²,Oui,1250 m²,Oui,Oui,Oui,Non,418 kWh/m²/an,107097 kWh/an,14/02/2035,104,"oui, attestation non conforme",,,,Information non communiquée,Information non communiquée,Non,40 m²,Oui,Oui,Non,,,Non,Non,,,,,20250214001618,,,16 m²,15 m²,,Non,,Non,,9 m²,,Non,,,8 m²,40 m²,Non,Non,Non,Non,Non,Non,Non,Non,Oui,"non, pas d'attestation",Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7531/havinnes/vbc28675,VBC28675,Maison à vendre,292000,Grand Chemin 107,7531 Havinnes,,,,3,,,,146 m²,Non,,,,,,,,,Non specifié,,,,Non,,,,,Oui,,Oui,,,,,,,,,,pas d'application,,,,Information non communiquée,Information non communiquée,Non,,Non,Non,Non,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/7531/havinnes/vbc27400,VBC27400,Appartement à vendre,210000,Grand Chemin 107,7531 Havinnes,,,A convenir,2,,,,93 m²,Non,Oui,,,,,,,,Non specifié,,,,Non,,,,,Oui,,,,,,,,,,,,pas d'application,,,,Information non communiquée,Information non communiquée,Non,,Non,Non,Non,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7531/havinnes/vbc27401,VBC27401,Maison à vendre,,Grand Chemin 107,7531 Havinnes,,,A convenir,3,,,,158 m²,Non,,,,,1,,,,Non specifié,,,,Non,,,,,Oui,,,,,,,,,,,,pas d'application,,,,Information non communiquée,Information non communiquée,Non,,Non,Non,Non,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/7536/vaulx/vbc77848,VBC77848,Villa à vendre,160000,Rue Bonne Rencontre 25,7536 Vaulx,,,A l’acte,3,,,,,,Oui,,,,,,,Non,,,Double vitrage,,,,,,,,,,,,,,,611 kWh/m²/an,,,,,,,,Information non communiquée,Information non communiquée,Non,,Non,Non,Non,Non,Non,Non,Non,,,,,20250321026336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7536/vaulx/vbc48241,VBC48241,Maison à vendre,225000,,7536 Vaulx,À rénover,,,4,,,,301 m²,Non,Oui,2,,,1,,,,Electrique,,,,Non,,,3,,Oui,,Non,,,,,,664 kWh/m²/an,200024 kWh/an,,,pas d'application,,,,Information non communiquée,Information non communiquée,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/7536/vaulx/vbc08325,VBC08325,Appartement à vendre,245000,,7536 Vaulx,Nouveau,2022,A l’acte,2,,,,112 m²,Non,,,Equipée,Américaine,1,1,1,,,,Double vitrage,,Non,,Non,3,2,,,Oui,,Oui,Oui,,Non,114 kWh/m²/an,,,,,,,,Information non communiquée,Information non communiquée,Non,,,,,,,,,,,,,,7 m²,,,,,,,,,,,,Sud-est,,,,,,Oui,,,,,,Oui,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7604/brasmenil/vbc62844,VBC62844,Maison à vendre,287500,Rue du Buissenet 48 Lot 7,7604 Brasmenil,Nouveau,2025,A l’acte,3,,,,121 m²,Non,Oui,2,Super équipée,,1,,2,,Gaz,,,,Non,,,3,,Oui,75 m²,Oui,136 m²,,,,,,,,,"oui, attestation conforme",,,,Information non communiquée,Information non communiquée,Non,,Non,Oui,Non,Non,Non,Non,Non,Sud-ouest,,61 m²,,,21 m²,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7604/brasmenil/vbc62843,VBC62843,Maison à vendre,287500,Rue du Buissenet 52 Lot 5,7604 Brasmenil,Nouveau,2025,A l’acte,3,,,,121 m²,Non,Oui,2,Super équipée,,1,,2,,Gaz,,,,Non,,,3,,Oui,94 m²,Oui,155 m²,,,,,,,,,"oui, attestation conforme",,,,Information non communiquée,Information non communiquée,Non,,Non,Oui,Non,Non,Non,Non,Non,Sud-ouest,,61 m²,,,21 m²,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7604/brasmenil/vbc62842,VBC62842,Maison à vendre,270000,Rue du Buissenet 50 Lot 6,7604 Brasmenil,Nouveau,2025,A l’acte,3,,,,117 m²,Non,Oui,2,Super équipée,,1,,2,,Gaz,,,,Non,,,2,,Oui,49 m²,Oui,108 m²,,,,,,,,,"oui, attestation conforme",,,,Information non communiquée,Information non communiquée,Non,,Non,Oui,Non,Non,Non,Non,Non,Sud-ouest,,59 m²,,,20 m²,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7604/brasmenil/vbc62841,VBC62841,Maison à vendre,270000,Rue du Buissenet 56 Lot 3,7604 Brasmenil,Nouveau,2025,A l’acte,3,,,,117 m²,Non,Oui,2,Super équipée,,1,,2,,Gaz,,,,Non,,,2,,Oui,121 m²,Oui,180 m²,,,,,,,,,"oui, attestation conforme",,,,Information non communiquée,Information non communiquée,Non,,Non,Oui,Non,Non,Non,Non,Non,Sud-est,,59 m²,,,21 m²,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7604/brasmenil/vbc62840,VBC62840,Maison à vendre,295000,Rue du Buissenet 54 Lot 4,7604 Brasmenil,Nouveau,2025,A l’acte,3,,,,121 m²,Non,Oui,2,Super équipée,,1,,2,,Gaz,,,,Non,,,3,,Oui,328 m²,Oui,389 m²,,,,,,,,,"oui, attestation conforme",,,,Information non communiquée,Information non communiquée,Non,,Non,Oui,Non,Non,Non,Non,Non,Sud-est,,61 m²,,,21 m²,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7604/brasmenil/vbc62839,VBC62839,Maison à vendre,270000,Rue du Buissenet 58 Lot 2,7604 Brasmenil,Nouveau,2025,A l’acte,3,,,,117 m²,Non,Oui,2,Super équipée,,1,,2,,Gaz,,,,Non,,,2,,Oui,121 m²,Oui,180 m²,,,,,,,,,"oui, attestation conforme",,,,Information non communiquée,Information non communiquée,Non,,Non,Oui,Non,Non,Non,Non,Non,Sud-est,,59 m²,,,19 m²,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7604/brasmenil/vbc62837,VBC62837,Maison à vendre,290000,Rue du Buissenet 60 Lot 1,7604 Brasmenil,Nouveau,2025,A l’acte,3,,,,121 m²,Non,Oui,2,Super équipée,,1,,2,,Gaz,,,,Non,,,3,,Oui,164 m²,Oui,224 m²,,,,,,,,,"oui, attestation conforme",,,,Information non communiquée,Information non communiquée,Non,,Non,Oui,Non,Non,Non,Non,Non,Sud-est,,61 m²,,,21 m²,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7604/baugnies/vbc59581,VBC59581,Maison à vendre,259000,,7604 Baugnies,Remis à neuf,1970,A l’acte,3,20 m²,15 m²,10 m²,152 m²,,Oui,,Super équipée,,1,1,,,,,Double vitrage,,Non,,Non,3,,Oui,,Oui,,Oui,Oui,,Non,335 kWh/m²/an,50987 kWh/an,24/10/2034,419,"non, pas d'attestation",,,,Pas de risque d’inondation,Information non communiquée,,,Oui,,,,,,,,,,,,13 m²,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7604/baugnies/vbc43667,VBC43667,Maison à vendre,215000,,7604 Baugnies,Normal,,A l’acte,2,14 m²,33 m²,10 m²,193 m²,Non,,,Equipée,Américaine,1,9,2,,Mazout,,Double vitrage,,Non,,,3,3,Oui,1560 m²,Oui,1725 m²,,,,Non,397 kWh/m²/an,76737 kWh/an,22/05/2024,,"oui, attestation non conforme",Non,Non,Non,Information non communiquée,Information non communiquée,,18 m²,,Oui,,Oui,,,,,,,,,,,22 m²,,,,,,,,,,,,,,,,,,,,,,,,,,17 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/fermette/a-vendre/7604/brasmenil/vbb79964,VBB79964,Fermette à vendre,700000,,7604 Brasmenil,À rénover,,A l’acte,3,,,,347 m²,Non,,,Semi-équipée,Kitchenette,1,1,,,Mazout,,,,Non,,,4,1,Oui,,,49756 m²,,,,Non,265 kWh/m²/an,92175 kWh/an,09/04/2034,,"non, pas d'attestation",,,Oui,Information non communiquée,Information non communiquée,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7610/rumes/vbc08017,VBC08017,Maison à vendre,285000,Chaussée de Montgomery,7610 Rumes,Nouveau,2023,,3,,,,139 m²,Non,Oui,1,Non équipée,,1,,,Oui,Non specifié,,,,Non,,,2,1,Oui,,Oui,529 m²,,,,,36 kWh/m²/an,5852 kWh/an,,1313,pas d'application,,,,Information non communiquée,Information non communiquée,,,,,,,,,,Sud-est,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7610/rumes/vbc52116,VBC52116,Maison à vendre,220000,,7610 Rumes,Normal,,,2,,,,110 m²,Non,Oui,1,Super équipée,,1,,1,,,,,,Non,,,4,,Oui,,Non,630 m²,,,,,201 kWh/m²/an,25611 kWh/an,28/01/2035,,"oui, attestation conforme",,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,20250128006002,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7610/rumes/vbb91483,VBB91483,Maison à vendre,430000,,7610 Rumes,,,A convenir,4,,,,247 m²,Non,,,,,1,,,,Mazout,,,,Non,,,4,,Oui,,Non,5500 m²,,,,,344 kWh/m²/an,85038 kWh/an,30/09/2034,,pas d'application,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,20240930000894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7618/taintignies/vbc85805,VBC85805,Maison à vendre,269000,,7618 Taintignies,Normal,,A l’acte,4,16 m²,12 m²,14 m²,160 m²,Non,Oui,,Semi-équipée,Kitchenette,1,1,3,,Mazout,,Double vitrage,,Non,,Non,4,1,Oui,661 m²,,993 m²,Oui,Oui,Oui,Non,578 kWh/m²/an,84747 kWh/an,22/06/2034,,"oui, attestation conforme",Non,Non,Non,Information non communiquée,Information non communiquée,Non,16 m²,Oui,Oui,Oui,Oui,,,,,13 m,,,,,,14 m²,4 m²,Sud,Oui,,,13 m,15 m²,,,,1,,,,,,,,,,,,,,,20 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7618/taintignies/vbc80306,VBC80306,Maison à vendre,485220,,7618 Taintignies,Nouveau,,,4,,,,233 m²,,Oui,1,,,2,,2,,,,,,,,,4,,Oui,,,2319 m²,,,Oui,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,15 m,,,,,,,,,,,,15 m,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7618/taintignies/vbc77680,VBC77680,Maison à vendre,229000,,7618 Taintignies,À rénover,,,3,,,,,Non,Oui,1,,,1,,1,,Mazout,,,,Non,,,3,,Non,,Oui,210 m²,,,,,,,,,pas d'application,,,,Information non communiquée,Information non communiquée,,,,Oui,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7618/taintignies/vbc60043,VBC60043,Maison à vendre,199000,,7618 Taintignies,Excellent,1919,A l’acte,3,22 m²,16 m²,12 m²,112 m²,Non,,,Super équipée,,1,1,1,,Mazout,,Double vitrage,,Non,,Non,3,,Oui,278 m²,Oui,420 m²,Oui,Oui,Oui,Non,291 kWh/m²/an,39954 kWh/an,03/04/2035,72,"oui, attestation conforme",Non,Non,,Information non communiquée,Information non communiquée,Non,18 m²,Oui,Oui,,,,,,,5 m,,,,40 m²,,16 m²,10 m²,Nord-ouest,,,,5 m,,,,Nord-ouest,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7618/taintignies/vaz73997,VAZ73997,Maison à vendre,100000,,7618 Taintignies,Normal,1975,,2,15 m²,20 m²,,107 m²,,Oui,1,Equipée,Américaine,1,,1,,Mazout,,,,,,,2,,Oui,,Oui,670 m²,Oui,Oui,,,546 kWh/m²/an,74434 kWh/an,,,,,,,Pas de risque d’inondation,Information non communiquée,,33 m²,Oui,Oui,,,,,,,,,,,,,15 m²,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/7618/taintignies/vaw50119,VAW50119,Immeuble mixte à vendre,1850000,,7618 Taintignies,Normal,,,,,,,4700 m²,,,,,,,,,,,,,,,,,4,,Oui,4000 m²,Non,8500 m²,,,,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7620/brunehaut/rbs99413,RBS99413,Maison à vendre,285000,Rue de Tournai 181,7620 Brunehaut,À rénover,,,2,,,,525 m²,,,,,,,,2,,Gaz,,Double vitrage,,,,,2,,Oui,,,525 m²,,Oui,,,,,,,"oui, attestation conforme",,,,Information non communiquée,Information non communiquée,,,,Oui,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7620/brunehaut/rbt39319,RBT39319,Maison à vendre,199000,Rue des Emmanuel 2,7620 Brunehaut,À rénover,,A l’acte,3,20 m²,15 m²,,150 m²,Non,,,,Indépendante,1,1,1,,Mazout,,Simple vitrage,,Non,,,3,3,Oui,500 m²,Oui,652 m²,,Oui,,Non,656 kWh/m²/an,,,,"oui, attestation non conforme",,,,Pas de risque d’inondation,Information non communiquée,Non,27 m²,,Oui,,Oui,,,,,13 m,,,,40 m²,,12 m²,15 m²,,,3,,,,,,Ouest,,,35 m²,,,,,,,,,Oui,,,,14 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7620/hollain/vbc79444,VBC79444,Maison à vendre,155000,Rue de Tournai 185,7620 Hollain,À rénover,1950,A l’acte,3,18 m²,17 m²,15 m²,166 m²,,Oui,1,Semi-équipée,Kitchenette,1,,1,,Mazout,,,,Non,,Non,3,2,Oui,505 m²,Oui,750 m²,Oui,Oui,Oui,Non,559 kWh/m²/an,55871 kWh/an,11/06/2034,140,"non, pas d'attestation",,,,Pas de risque d’inondation,Information non communiquée,,,Oui,Oui,Oui,Oui,,,,,11 m,,59 m,,,,13 m²,5 m²,Ouest,,2,,11 m,,,,,,11 m²,30 m²,,,,,,,,,,,,,15 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7620/brunehaut/vbc79183,VBC79183,Maison à vendre,259000,,7620 Brunehaut,Normal,,A l’acte,4,16 m²,20 m²,19 m²,174 m²,Non,Oui,1,Equipée,Américaine,1,1,1,,Mazout,,Double vitrage,,Non,,Non,3,1,Oui,375 m²,Oui,712 m²,Oui,Oui,Oui,Non,224 kWh/m²/an,53157 kWh/an,20/05/2035,55,,,,,Information non communiquée,Information non communiquée,Non,25 m²,Oui,Oui,,Oui,,,,,,,,,60 m²,25 m²,25 m²,5 m²,Sud,Oui,,,,12 m²,,,,1,,,,,,,,,,,,,,,14 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7620/guignies/vbc73310,VBC73310,Maison à vendre,200000,,7620 Guignies,Normal,,,3,,,,123 m²,Non,,,Super équipée,,2,,2,,,,,,Non,,,2,,,,Oui,170 m²,,,,,425 kWh/m²/an,,08/05/2035,,"oui, attestation conforme",,,,Information non communiquée,Information non communiquée,Non,,Non,Non,Non,Non,Non,Non,Non,,,,,20250508001188,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/7620/brunehaut/vbc68095,VBC68095,Villa à vendre,299000,,7620 Brunehaut,Normal,1994,A l’acte,3,12 m²,9 m²,8 m²,114 m²,Non,Oui,,Equipée,Américaine,1,1,1,,Mazout,,Double vitrage,,Non,,Oui,4,,Oui,350 m²,Oui,864 m²,,Oui,,Non,284 kWh/m²/an,38428 kWh/an,24/02/2035,70,,,,,Information non communiquée,Information non communiquée,Non,31 m²,,Oui,,,,,,,,,,,34 m²,18 m²,10 m²,,Nord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7620/jollain-merlin/vbc64795,VBC64795,Maison à vendre,180000,Rue de Wez 4,7620 Jollain-Merlin,Normal,,,2,,,,73 m²,Non,,,Super équipée,,1,,1,,,,,,Non,,,,1,Oui,,Oui,320 m²,,Oui,,,507 kWh/m²/an,49983 kWh/an,02/04/2035,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,,,,Oui,,,,,,,,,,20250402014270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/7620/hollain/vbc54994,VBC54994,Villa à vendre,425000,Rue St Antoine 3,7620 Hollain,,1990,A l’acte,5,,,,,,Oui,,Equipée,,1,,,,Mazout,,Double vitrage,,,,,3,2,Oui,,Oui,1182 m²,,,,,547 kWh/m²/an,123206 kWh/an,,,,,,,Information non communiquée,Information non communiquée,,,Oui,Oui,,,,,,,,,,20240717010432,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7620/jollain-merlin/vbc52117,VBC52117,Maison à vendre,160000,Rue de la Gare 3,7620 Jollain-Merlin,À rénover,1874,,5,,,,192 m²,Non,Oui,1,,,1,,1,,Charbon,,,,Non,,,3,,Oui,479 m²,Non,801 m²,,Oui,,,525 kWh/m²/an,100829 kWh/an,07/10/2034,,"oui, attestation non conforme",,,,Information non communiquée,Information non communiquée,,,,Oui,,,,,,Sud,12 m,269 m²,50 m,20241007013679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/7620/brunehaut/vax61833,VAX61833,Villa à vendre,490000,,7620 Brunehaut,Normal,,A l’acte,5,,,,336 m²,,Oui,3,Super équipée,,2,2,4,,,,,,,,,4,,Oui,,Oui,1880 m²,,,Oui,,455 kWh/m²/an,152705 kWh/an,17/02/2032,,,,,,Information non communiquée,Information non communiquée,,42 m²,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7620/hollain/vbc05426,VBC05426,Maison à vendre,316650,rue du petit marais,7620 Hollain,Nouveau,2025,,3,,,,91 m²,Non,,,Non équipée,,1,,1,,Non specifié,,,,Non,,,4,,Oui,,Non,354 m²,,Oui,,,,,,,"oui, attestation conforme",,,,Information non communiquée,Information non communiquée,,34 m²,,,,,,,,Ouest,,63 m²,25 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7620/hollain/vbc05425,VBC05425,Maison à vendre,316650,Rue du Petit Marais,7620 Hollain,Nouveau,2025,,3,,,,91 m²,Non,,,Non équipée,,1,,1,,Non specifié,,,,Non,,,4,,Oui,,Non,354 m²,,Oui,,,,,,,"oui, attestation conforme",,,,Information non communiquée,Information non communiquée,,34 m²,,,,,,,,Ouest,,63 m²,25 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7620/brunehaut/rbs99413,RBS99413,Maison à vendre,285000,Rue de Tournai 181,7620 Brunehaut,À rénover,,,2,,,,525 m²,,,,,,,,2,,Gaz,,Double vitrage,,,,,2,,Oui,,,525 m²,,Oui,,,,,,,"oui, attestation conforme",,,,Information non communiquée,Information non communiquée,,,,Oui,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7620/brunehaut/rbt39319,RBT39319,Maison à vendre,199000,Rue des Emmanuel 2,7620 Brunehaut,À rénover,,A l’acte,3,20 m²,15 m²,,150 m²,Non,,,,Indépendante,1,1,1,,Mazout,,Simple vitrage,,Non,,,3,3,Oui,500 m²,Oui,652 m²,,Oui,,Non,656 kWh/m²/an,,,,"oui, attestation non conforme",,,,Pas de risque d’inondation,Information non communiquée,Non,27 m²,,Oui,,Oui,,,,,13 m,,,,40 m²,,12 m²,15 m²,,,3,,,,,,Ouest,,,35 m²,,,,,,,,,Oui,,,,14 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,
